season_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded
2011/12,103955,50,46,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
2012/13,103955,45,46,82,1748,2,6,6,24,0,0,0,1,0,0,7,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
2013/14,103955,55,64,132,2219,9,7,6,31,0,0,0,3,0,0,7,125,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
2014/15,103955,85,83,158,3047,7,10,13,39,0,0,0,5,0,0,16,513,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
2015/16,103955,90,85,96,1920,6,3,7,30,0,0,0,1,0,0,3,324,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
2016/17,103955,80,75,149,2509,7,14,9,27,0,0,0,7,0,0,11,468,527.0,688.3,1170.0,237.7,0,0.00,0.00,0.00,0.00
2017/18,103955,80,91,229,2584,18,17,13,23,0,0,0,3,1,0,19,701,969.8,838.2,1488.0,329.7,0,0.00,0.00,0.00,0.00
2018/19,103955,110,117,234,2770,17,15,17,19,0,0,0,3,0,0,25,743,1060.0,937.4,1572.0,357.1,0,0.00,0.00,0.00,0.00
2019/20,103955,120,120,204,2651,20,6,13,31,0,0,2,5,0,0,20,642,921.6,751.3,1829.0,350.2,0,0.00,0.00,0.00,0.00
2020/21,103955,115,109,154,2534,10,9,14,23,0,0,1,4,0,0,10,458,663.4,584.1,1366.0,260.3,0,0.00,0.00,0.00,0.00
2021/22,103955,110,105,163,2121,13,7,13,17,0,0,1,1,0,0,15,468,730.8,613.2,1188.0,253.4,0,0.00,0.00,0.00,0.00
2022/23,103955,100,97,101,1886,6,4,5,27,0,0,0,4,0,0,9,274,399.6,495.4,647.0,153.9,23,6.21,3.22,9.43,27.83
2023/24,103955,70,68,123,1972,8,8,5,38,0,0,0,7,0,0,8,323,502.8,473.7,747.0,172.1,22,6.39,4.33,10.72,32.83
