season_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded
2012/13,61366,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
2013/14,61366,70,63,7,132,0,1,1,0,0,0,0,1,0,0,0,9,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
2015/16,61366,100,103,131,2002,7,10,8,26,0,0,0,2,0,0,13,551,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
2016/17,61366,105,105,199,2877,6,21,11,34,0,0,1,4,0,0,33,825,872.4,1702.0,790.0,336.6,0,0.00,0.00,0.00,0.00
2017/18,61366,100,103,209,3073,8,18,19,22,0,0,0,2,0,0,25,872,1146.6,1744.2,797.0,368.9,0,0.00,0.00,0.00,0.00
2018/19,61366,100,96,59,968,2,3,6,3,0,0,0,2,0,0,8,268,301.4,562.3,317.0,117.9,0,0.00,0.00,0.00,0.00
2019/20,61366,95,106,251,2790,13,23,18,22,0,0,0,3,0,0,35,988,1322.2,1990.8,1005.0,432.1,0,0.00,0.00,0.00,0.00
2020/21,61366,115,118,141,1995,6,12,12,17,0,0,1,1,0,0,19,566,760.8,1170.1,914.0,284.7,0,0.00,0.00,0.00,0.00
2021/22,61366,120,121,196,2196,15,8,13,22,0,0,0,2,0,0,33,732,1005.8,1222.0,880.0,311.0,0,0.00,0.00,0.00,0.00
2022/23,61366,120,121,183,2413,7,18,10,23,0,0,0,1,0,0,26,742,897.8,1476.7,598.0,297.6,28,5.34,13.69,19.03,19.88
2023/24,61366,105,106,98,1219,4,10,7,8,0,0,0,2,0,0,11,415,527.6,901.1,406.0,183.6,15,2.40,6.90,9.30,10.92
