season_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded
2014/15,86417,45,45,98,2531,3,2,8,40,1,0,0,4,0,0,2,403,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
2015/16,86417,50,47,52,1387,1,4,2,24,0,0,0,4,0,0,2,285,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
2016/17,86417,50,47,47,1139,0,2,3,17,0,0,0,0,0,0,4,237,214.2,100.4,65.0,38.1,0,0.00,0.00,0.00,0.00
2017/18,86417,50,47,50,1742,0,2,3,30,0,0,0,3,0,0,0,281,339.6,189.7,155.0,68.6,0,0.00,0.00,0.00,0.00
2018/19,86417,45,43,91,1660,4,3,4,26,0,0,0,1,0,0,3,301,385.2,240.5,430.0,105.7,0,0.00,0.00,0.00,0.00
2019/20,86417,55,54,51,1030,3,1,4,16,0,0,0,2,0,0,4,148,240.0,101.9,266.0,60.8,0,0.00,0.00,0.00,0.00
2020/21,86417,55,53,65,1415,2,3,5,26,0,0,0,3,0,0,3,194,336.6,242.1,304.0,88.2,0,0.00,0.00,0.00,0.00
2021/22,86417,55,54,86,1840,4,2,8,19,0,0,0,1,0,0,2,297,412.0,249.8,486.0,114.9,0,0.00,0.00,0.00,0.00
2022/23,86417,50,47,89,2528,3,2,9,38,0,0,0,7,0,0,2,324,404.6,257.6,314.0,97.9,30,2.97,1.11,4.08,37.03
2023/24,86417,50,48,66,1340,2,2,4,25,0,0,0,1,0,0,4,201,279.8,234.2,229.0,74.1,17,1.70,1.41,3.11,22.46
