season_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded
2012/13,126184,40,40,4,92,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
2013/14,126184,45,42,1,12,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
2014/15,126184,45,43,1,18,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
2015/16,126184,45,44,73,1874,1,1,7,25,0,0,0,4,1,0,7,378,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
2016/17,126184,45,39,55,834,3,1,3,20,0,0,0,1,0,0,8,267,373.2,55.5,147.0,57.5,0,0.00,0.00,0.00,0.00
2017/18,126184,50,50,102,3352,2,3,6,59,0,0,0,5,0,0,8,642,932.4,115.1,287.0,133.5,0,0.00,0.00,0.00,0.00
2018/19,126184,50,51,120,3411,4,1,10,70,0,0,0,3,0,0,8,716,1002.0,125.9,440.0,156.8,0,0.00,0.00,0.00,0.00
2019/20,126184,50,48,79,2503,2,2,4,46,0,0,0,2,0,0,6,499,691.2,92.7,326.0,111.0,0,0.00,0.00,0.00,0.00
2020/21,126184,55,54,29,797,1,0,3,13,0,0,0,4,0,0,1,150,156.0,46.9,44.0,24.7,0,0.00,0.00,0.00,0.00
2021/22,126184,50,47,54,919,2,0,5,3,0,0,0,0,0,0,0,234,245.0,58.9,75.0,37.9,0,0.00,0.00,0.00,0.00
2022/23,126184,50,50,92,1871,1,0,9,15,0,0,0,2,0,0,9,419,405.2,175.9,150.0,73.3,22,1.55,1.30,2.85,16.48
2023/24,126184,50,50,99,2039,2,3,6,20,0,0,0,0,0,0,6,483,447.2,197.7,249.0,89.7,24,2.47,1.14,3.61,21.14
