season_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded
2012/13,97299,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
2013/14,97299,45,42,59,1372,0,0,6,19,0,0,0,1,0,0,6,102,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
2014/15,97299,55,52,82,2043,1,0,7,25,0,0,0,1,0,0,11,476,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
2015/16,97299,55,54,82,2779,0,0,8,45,0,0,0,3,0,0,4,616,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
2016/17,97299,50,46,59,2014,0,0,4,29,0,0,0,1,0,0,4,435,441.4,78.0,174.0,69.7,0,0.00,0.00,0.00,0.00
2017/18,97299,55,53,70,1301,0,0,9,11,0,0,0,0,0,0,5,334,283.4,26.3,120.0,43.2,0,0.00,0.00,0.00,0.00
2018/19,97299,55,52,83,1761,0,0,9,15,0,0,0,1,0,0,9,431,376.6,115.5,49.0,54.1,0,0.00,0.00,0.00,0.00
2019/20,97299,55,53,34,1118,0,0,3,16,0,0,0,0,0,0,0,231,216.4,53.0,66.0,33.7,0,0.00,0.00,0.00,0.00
2020/21,97299,50,51,128,1933,4,0,14,12,0,0,0,0,1,0,11,531,520.0,79.8,192.0,79.0,0,0.00,0.00,0.00,0.00
2021/22,97299,55,52,70,1117,1,0,9,6,0,0,0,0,0,0,4,290,219.8,79.7,145.0,44.4,0,0.00,0.00,0.00,0.00
2022/23,97299,55,56,93,1844,2,2,7,17,1,0,0,2,0,0,13,422,396.0,164.1,135.0,69.6,21,1.03,0.97,2.00,13.56
2023/24,97299,55,53,53,1061,1,0,5,9,0,0,0,2,0,0,3,239,188.4,128.4,70.0,38.7,12,1.06,0.40,1.46,12.27
