season_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded
2020/21,166477,55,58,94,2345,2,4,6,37,0,0,0,1,0,0,7,479,486.6,350.2,181.0,101.7,0,0.00,0.00,0.00,0.00
2021/22,166477,55,53,75,2124,1,0,6,30,0,0,0,1,0,0,6,365,435.4,241.0,103.0,78.1,0,0.00,0.00,0.00,0.00
2022/23,166477,45,43,114,3255,2,4,8,63,0,0,0,3,0,0,11,615,690.8,380.2,289.0,136.4,36,2.16,2.13,4.29,60.78
2023/24,166477,45,45,105,2630,1,3,9,40,0,0,0,3,0,0,7,510,494.4,295.0,229.0,102.1,29,1.29,2.06,3.35,41.07
