season_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded
2012/13,57328,40,41,89,3019,1,3,6,53,1,0,0,2,0,0,4,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
2013/14,57328,45,41,100,1862,0,5,10,18,0,0,0,3,0,0,10,121,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
2014/15,57328,50,59,142,3146,2,2,13,32,0,0,0,4,0,0,15,664,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
2015/16,57328,55,52,93,2970,1,0,10,45,0,0,0,6,0,0,2,567,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
2016/17,57328,55,59,129,3323,0,2,12,41,0,0,0,0,0,0,13,735,512.0,716.5,294.0,152.4,0,0.00,0.00,0.00,0.00
2017/18,57328,55,53,7,173,0,0,1,1,0,0,0,1,0,0,0,25,21.8,23.8,41.0,8.7,0,0.00,0.00,0.00,0.00
2018/19,57328,50,44,34,1250,0,1,3,26,0,0,0,2,0,0,0,201,199.4,100.2,72.0,36.9,0,0.00,0.00,0.00,0.00
2020/21,57328,45,45,28,1145,0,1,2,22,0,0,0,2,0,0,0,172,150.8,84.3,34.0,27.2,0,0.00,0.00,0.00,0.00
2021/22,57328,45,43,59,1351,0,1,6,12,0,0,0,1,0,0,4,264,181.0,99.1,17.0,29.9,0,0.00,0.00,0.00,0.00
2022/23,57328,45,45,44,1638,0,0,3,23,0,0,0,3,0,0,0,246,203.6,124.9,8.0,33.6,19,0.00,0.60,0.60,26.26
2023/24,57328,45,43,52,1335,0,1,5,16,0,0,0,0,0,0,0,259,179.6,67.8,21.0,27.0,14,0.21,0.21,0.42,21.65
