season_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded
2018/19,66749,110,107,115,2126,12,1,4,38,0,0,0,4,0,0,14,361,550.6,330.2,1052.0,193.5,0,0.0,0.0,0.0,0.0
2019/20,66749,85,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2021/22,66749,115,114,87,1583,8,1,7,14,0,0,0,1,0,0,12,310,367.0,303.3,704.0,137.2,0,0.0,0.0,0.0,0.0
2023/24,66749,70,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2016/17,205651,90,91,67,651,7,4,3,5,0,0,0,2,0,0,12,258,335.8,165.9,436.0,92.9,0,0.0,0.0,0.0,0.0
2017/18,205651,105,104,126,1660,13,7,9,12,0,0,2,6,0,0,18,473,603.6,360.3,1089.0,204.9,0,0.0,0.0,0.0,0.0
2018/19,205651,105,99,79,1017,7,3,2,11,0,0,0,1,0,0,7,259,395.2,300.5,864.0,156.3,0,0.0,0.0,0.0,0.0
2019/20,205651,95,99,146,2018,14,8,12,14,0,0,1,3,0,0,17,535,757.6,447.7,1620.0,282.1,0,0.0,0.0,0.0,0.0
2020/21,205651,95,91,115,2056,9,5,11,17,0,0,0,2,0,0,16,453,501.0,467.5,931.0,190.0,0,0.0,0.0,0.0,0.0
2021/22,205651,85,86,120,1871,8,8,11,15,0,0,0,1,0,0,16,488,567.4,530.9,1126.0,222.3,0,0.0,0.0,0.0,0.0
2022/23,205651,80,81,125,2064,11,7,9,23,0,0,0,6,0,0,17,401,660.6,427.8,1331.0,241.9,24,14.24,2.91,17.15,23.15
2023/24,205651,80,77,85,1470,4,7,11,11,0,0,0,6,0,0,10,271,364.8,403.0,756.0,152.7,17,6.27,3.26,9.53,11.67
2008/09,50175,60,60,9,118,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2009/10,50175,60,59,6,141,0,0,0,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2010/11,50175,55,44,79,1756,6,1,9,27,0,0,0,2,0,0,11,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2011/12,50175,70,63,112,2012,9,5,11,24,0,0,0,3,0,0,12,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2012/13,50175,85,78,57,1301,1,4,4,12,0,0,0,1,0,0,2,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2013/14,50175,75,66,100,1462,9,4,4,22,0,0,0,2,0,0,16,124,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2014/15,50175,70,69,89,1709,4,7,6,19,0,0,0,3,0,0,10,328,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2015/16,50175,75,69,48,575,4,3,3,10,0,0,0,1,0,0,7,175,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2016/17,50175,75,73,37,748,2,2,3,11,0,0,0,0,0,0,0,117,144.8,89.9,321.0,55.5,0,0.0,0.0,0.0,0.0
2017/18,50175,75,73,70,1178,5,2,4,21,0,0,0,1,0,0,6,249,309.8,212.8,435.0,96.0,0,0.0,0.0,0.0,0.0
2018/19,50175,65,64,19,146,1,1,0,3,0,0,0,0,0,0,3,63,73.6,56.8,66.0,19.5,0,0.0,0.0,0.0,0.0
2019/20,50175,60,58,39,813,2,1,1,15,0,0,0,0,0,0,3,93,128.2,51.5,350.0,53.0,0,0.0,0.0,0.0,0.0
2020/21,50175,55,55,89,1541,6,4,6,18,0,0,1,0,0,0,15,286,319.8,269.7,595.0,117.7,0,0.0,0.0,0.0,0.0
2021/22,50175,60,60,89,1469,6,4,5,16,0,0,0,0,0,0,13,247,361.8,228.9,598.0,117.8,0,0.0,0.0,0.0,0.0
2022/23,50175,65,65,91,1844,6,5,6,28,0,0,0,0,0,0,5,296,378.2,390.6,782.0,155.4,21,8.59,1.65,10.24,26.45
2023/24,50175,60,57,79,1687,5,4,8,28,0,0,0,4,0,0,5,261,326.2,320.9,492.0,114.0,21,5.09,1.46,6.55,27.78
2015/16,75115,55,53,46,771,5,0,1,15,0,0,0,0,0,0,5,161,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2016/17,75115,65,60,63,1361,6,1,6,25,0,0,0,0,0,0,2,170,229.0,125.7,487.0,82.2,0,0.0,0.0,0.0,0.0
2017/18,75115,60,56,102,1981,8,2,6,33,0,0,0,0,0,0,13,282,392.2,288.4,799.0,147.5,0,0.0,0.0,0.0,0.0
2018/19,75115,60,69,168,2528,14,12,9,47,0,0,1,3,0,0,22,525,737.8,388.4,1137.0,225.0,0,0.0,0.0,0.0,0.0
2019/20,75115,80,74,116,2906,8,6,4,53,0,0,0,9,0,0,8,321,397.4,391.1,848.0,162.6,0,0.0,0.0,0.0,0.0
2020/21,75115,65,65,134,2081,12,6,5,37,0,0,0,2,0,0,22,409,557.4,230.4,761.0,154.7,0,0.0,0.0,0.0,0.0
2021/22,75115,75,71,75,1386,8,0,3,32,0,0,0,4,0,0,14,220,319.8,127.3,494.0,92.4,0,0.0,0.0,0.0,0.0
2022/23,75115,75,73,157,1870,18,6,10,16,0,0,0,4,0,0,20,526,722.2,271.3,1022.0,200.9,21,16.43,2.11,18.54,21.93
2023/24,75115,80,78,69,981,9,1,6,15,0,0,0,3,0,0,4,246,366.2,110.3,563.0,103.2,9,8.96,0.54,9.5,13.12
2022/23,429414,55,53,1,45,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,0.0,9.0,0.7,1,0.27,0.0,0.27,0.62
2023/24,429414,50,49,24,158,2,0,1,2,0,0,0,0,0,0,4,88,94.0,48.7,66.0,20.7,1,1.01,0.26,1.27,2.57
2022/23,430871,55,53,39,961,2,0,5,12,0,0,0,1,0,0,6,122,143.0,95.1,217.0,45.1,12,1.72,0.17,1.89,16.76
2023/24,430871,55,55,135,2438,12,7,6,46,0,0,0,9,0,0,15,520,786.0,409.8,872.0,206.4,29,9.49,2.97,12.46,48.51
2020/21,440993,45,45,1,11,0,0,0,1,0,0,0,0,0,0,0,5,2.2,0.3,0.0,0.3,0,0.0,0.0,0.0,0.0
2023/24,440993,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2022/23,461358,65,61,103,1448,9,3,5,16,0,0,0,0,0,0,14,393,434.2,286.5,569.0,129.0,13,6.79,1.63,8.42,17.14
2023/24,461358,65,64,158,2644,11,11,12,24,0,0,0,2,0,0,17,662,737.0,1005.2,992.0,273.3,31,13.07,6.28,19.35,25.52
2023/24,486385,60,57,50,943,3,0,2,20,0,0,1,2,0,0,3,105,158.8,139.6,425.0,71.3,9,6.46,0.3,6.76,18.11
2020/21,523700,45,45,12,283,1,0,2,2,0,0,0,0,0,0,1,38,52.4,15.1,66.0,13.1,0,0.0,0.0,0.0,0.0
2023/24,523700,50,48,1,20,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.1,4.0,0.4,0,0.0,0.0,0.0,0.94
2014/15,154566,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2015/16,154566,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2016/17,154566,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2017/18,154566,50,46,38,581,1,2,3,4,0,0,0,0,0,0,2,107,123.8,199.4,350.0,66.4,0,0.0,0.0,0.0,0.0
2018/19,154566,50,47,15,340,0,1,0,5,0,0,0,0,0,0,0,45,79.0,96.0,154.0,33.0,0,0.0,0.0,0.0,0.0
