second_name_defender,season_name,element_code,start_cost,end_cost,goals_scored,assists,minutes,clean_sheets,goals_conceded,expected_goal_involvements,goals_scored_per_90,assists_per_90,expected_goals,expected_assists,expected_goals_per_90,expected_assists_per_90,yellow_cards,red_cards,total_points,ict_index,influence,creativity,threat,bonus,penalties_missed,penalties_saved,starts,clean_sheets_per_90,defensive_effectiveness,expected_goals_conceded,goals_conceded_per_90,defensive_effectiveness_trend,goals_conceded_trend,clean_sheets_trend,first_name_defender,id_defender,id_ref,second_name_ref,first_name_ref,ACR,EAC,OII,OE,OAI,MOA,Assist Efficiency,OII_Assist_Interaction,DCB,OASIS
Badiashile,2022,242880,50,50,1,1,2241,7,40,2.65,0.0497787610619469,0.03365744203440535,1.53,1.12,0.07180874828734256,0.0409205988840423,5,0,75,41.3,278.1,68.25,66.0,6,0,0,25,0.30008737035100375,-0.47652087290923417,37.730000000000004,1.491389552624089,-0.2774058286614466,11.0,-0.5,Benoît,153,153,Badiashile,Benoît,0.000892458723784025,0.11272934717138486,20.2800087370351,1.3076318297201831e-05,124.69000000000001,481.9354838709677,0.00039841907311786827,0.008079942283831795,3.596608656849622,33.05031107433849
Barbosa Pereira,2018,111931,50,53,7,15,8038,23,122,0.82,0.09104907533599453,0.17371991164991712,0.12,0.7,0.00478935698447892,0.02793791574279378,16,0,351,91.2,447.68,273.26,191.2,38,0,0,5,0.18498312627506253,-0.5713565322945574,8.35,1.613374457011456,-0.04197457975951832,-5.15,-1.35,Ricardo,302,302,Barbosa Pereira,Ricardo,0.002736999253545658,0.0327272727272727,73.86053560362937,1.0016099149329057e-05,248.144,352.23488168273445,0.0026659083638431737,0.19690541962365207,0.6986585867962907,79.17410193206422
Barco,2023,543158,40,40,0,0,307,0,9,0.58,0.0,0.0,0.2,0.38,0.0586319218241042,0.111400651465798,1,0,5,15.5,44.8,69.6,39.0,0,0,0,3,0.0,-1.0553745928338762,5.1,2.6384364820846904,,,,Valentín,116,116,Barco,Valentín,0.0,0.1700325732899022,17.82,0.0,36.04,529.3103448275863,0.0,0.0,0.0,14.336
Bassey,2023,232892,45,44,1,0,2299,6,42,0.53,0.039147455415398,0.0,0.37,0.16,0.0144845585036972,0.0062635928664636,4,1,66,55.0,462.8,34.8,50.0,4,0,0,25,0.234884732492388,-0.5637233579817311,40.83,1.644193127446716,,,,Calvin,241,241,Bassey,Calvin,0.00043497172683775554,0.0207481513701608,11.97565898216616,1.2499187552809068e-05,174.84,1502.6143790849674,0.0,0.0,6.0,39.75839408438452
Bednarek,2017,171771,45,41,7,3,13133,31,253,0.68,0.0676966525610838,0.016722225207921184,0.42,0.26,0.0035593220338982997,0.0022033898305084667,32,1,375,73.33333333333333,548.8333333333334,59.666666666666664,122.83333333333333,36,0,0,21,0.23444649947842866,-0.565878735172621,36.14,1.6491433374099806,-0.07510832032901679,8.92,0.76,Jan,455,455,Bednarek,Jan,0.0007614406457016675,0.005762711864406767,24.248761995253474,1.2761575067625714e-05,240.73333333333332,1229.681647940075,0.000878585360425001,0.02130460729745984,2.777180953766569,57.84648775549781
Bella-Kotchap,2022,477386,45,45,0,2,1881,3,39,1.49,0.0,0.0956937799043062,1.05,0.44,0.0502392344497607,0.0210526315789473,4,0,49,60.6,422.4,76.4,105.0,5,0,0,24,0.1435406698564593,-0.6889952153110048,35.93,1.8660287081339717,,,,Armel,456,456,Bella-Kotchap,Armel,0.001063264221158958,0.071291866028708,25.808708133971294,1.3917070957577983e-05,191.33999999999997,538.9684813753581,0.0024165095935430865,0.06236699080269512,1.5,48.59204388381421
Boly,2018,90585,45,47,7,4,10048,33,143,2.65,0.047799190326447395,0.047926965163045426,1.61,1.04,0.017380416071493966,0.013958630919679133,9,3,397,65.61666666666666,445.93333333333334,68.2,141.66666666666666,38,0,0,27,0.2904570772105549,-0.43292568715552066,36.67,1.3727712950993567,-0.008447619462779481,-4.6,-0.6,Willy,425,425,Boly,Willy,0.0010947452229299363,0.0313390469911731,27.840164432346157,1.6051982740908158e-05,217.73666666666668,736.1172161172161,0.0003827780499755022,0.010656603852410797,3.034249894663704,54.68376580764368
Botman,2022,220237,45,45,2,4,4502,16,59,5.0,0.06545454545454545,0.09423612524348049,3.37,1.6300000000000001,0.05986558130069475,0.03335868825769685,4,0,180,78.25,484.9,91.6,203.5,12,0,0,50,0.2852620868098962,-0.4382210076460157,69.58,1.3808146059249355,-0.242506265081257,-0.5,-5.0,Sven,393,393,Botman,Sven,0.0013327410039982231,0.0932242695583916,38.72445265575486,1.4549574279456585e-05,262.87,409.27272727272725,0.0005450883451935472,0.02110824781665128,1.7863415912963694,68.06423539343767
Bradley,2023,492777,40,41,1,3,752,3,7,2.15,0.1196808510638297,0.3590425531914893,0.91,1.24,0.1089095744680851,0.1484042553191489,2,0,50,60.6,230.4,215.8,160.0,7,0,0,10,0.3590425531914893,-0.1914893617021277,7.47,0.8377659574468085,,,,Conor,313,313,Bradley,Conor,0.005319148936170213,0.257313829787234,59.31558510638298,2.4648512215802652e-05,161.24,122.27642276422763,0.0032172271791352093,0.19083171255056297,0.7500000000000001,55.97615150995196
Branthwaite,2019,480455,40,40,4,1,3802,13,67,2.91,0.106402563413639,0.0096277278562259,1.62,1.29,0.015596919127086,0.012419768934531434,8,1,142,41.666666666666664,315.2,24.066666666666666,76.33333333333333,13,0,0,35,0.21586718243524627,-0.8510355958264987,49.43,2.3434561720014924,-0.12451445343164395,8.166666666666666,1.6666666666666665,Jarrad,219,219,Branthwaite,Jarrad,0.0013150973172014729,0.028016688061617435,12.49211601038899,5.464393284770664e-05,141.06,480.6573957016435,0.00020389105693046093,0.002547030736656144,1.8604381672470278,33.209261322456456
Bree,2022,184386,45,45,0,0,366,0,12,0.34,0.0,0.0,0.03,0.31,0.0073770491803278,0.0762295081967213,1,0,4,14.0,63.8,66.2,11.0,0,0,0,4,0.0,-1.1803278688524592,9.23,2.950819672131148,,,,James,457,457,Bree,James,0.0,0.0836065573770491,14.340000000000002,0.0,27.439999999999998,1076.4705882352941,0.0,0.0,0.0,11.224
Bueno,2023,231480,45,45,0,0,819,0,18,0.01,0.0,0.0,0.0,0.01,0.0,0.001098901098901,1,0,13,20.3,173.8,27.1,2.0,0,0,0,9,0.0,-0.7912087912087913,20.71,1.978021978021978,,,,Santiago,564,564,Bueno,Santiago,0.0,0.001098901098901,5.620000000000001,0.0,57.2,81900.0,0.0,0.0,0.0,13.688000000000002
Bueno López,2022,490721,40,38,0,1,2034,5,45,2.16,0.0,0.03442999234889055,0.48,1.6800000000000002,0.025041544366436547,0.07652077639290705,2,0,70,43.1,181.7,195.64999999999998,53.0,3,0,0,23,0.2270864007055438,-0.704701906673304,35.61,1.9888411673888038,0.0114419341836202,-6.5,-0.5,Hugo,549,549,Bueno López,Hugo,0.0004916420845624386,0.1015623207593436,44.44032899770467,2.5128652418218173e-06,89.63,643.6708860759493,0.00029264409795383244,0.013005199992304825,6.595598349381024,35.70230835611704
Burn,2013,78916,40,40,5,3,13838,46,193,7.869999999999999,0.029221133155653084,0.01710425761139835,5.470000000000001,2.4000000000000004,0.028668736223039917,0.012340756784830065,27,0,476,81.89999999999999,466.2,160.5,192.83333333333334,20,0,0,67,0.2570826017169585,-0.4744139057515422,82.55,1.4431173660958139,0.14235153576625262,3.4,1.8399999999999999,Dan,395,395,Burn,Dan,0.0005781182251770487,0.041009493007869983,51.40015306387902,3.601982711383481e-06,252.65666666666664,871.9596723377442,9.033097268391385e-05,0.004643025822362246,5.549496668246272,71.09157702744976
Cabral Semedo,2020,200402,55,51,1,7,10831,31,168,4.09,0.00754274220583305,0.056323475073507025,1.5,2.6,0.011605902559699451,0.020106067334534274,27,2,341,101.25,476.3,331.825,204.0,25,0,0,67,0.2677521724880804,-0.4326036208926867,119.11000000000001,1.3492612247197973,0.0006194433877657335,-1.0,-0.4166666666666667,Nélson,559,559,Cabral Semedo,Nélson,0.0007386206259809805,0.03171196989423372,86.78491413940439,2.2259342303352086e-06,265.14,895.8643507030604,0.0002485742491282146,0.02157249486785902,4.192391281246195,87.74221209937447
Casey,2023,518438,40,40,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.2,2.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,,,,Kaelan,643,643,Casey,Kaelan,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.128
Cash,2020,199796,50,50,6,9,9705,31,150,8.03,0.04769858169485812,0.08476529881684007,4.61,3.42,0.04888680624164357,0.0377578160837285,26,1,357,108.19999999999999,510.95,298.775,272.25,26,0,0,43,0.2720174537041051,-0.45237761591841397,63.92,1.40296149350014,-0.029427178336057864,0.8333333333333334,-1.0833333333333333,Matty,32,32,Cash,Matty,0.0015455950540958269,0.08664462232537207,87.024509022323,5.17310703404176e-06,311.04999999999995,421.40686061658704,0.0002711570270343556,0.02359730714561756,2.0535217045833307,97.02029440314813
Castagne,2020,166477,55,58,6,11,10354,29,170,7.640000000000001,0.052163003669879825,0.0916946997416415,3.45,4.1899999999999995,0.025966997249040648,0.032347076448634125,8,0,388,104.57499999999999,526.8,316.6,200.5,31,0,0,65,0.2534243552983029,-0.47882884400546283,101.85,1.4504964653119599,-0.0009742202121976682,1.8333333333333333,0.4166666666666667,Timothy,244,244,Castagne,Timothy,0.0016418775352520765,0.05831407369767477,83.41837361139045,5.18596820989285e-06,279.205,420.2110389610389,0.0002535540206061048,0.02115106402159024,1.7616321496065712,89.20886736321883
Cavaco Cancelo,2019,121145,55,51,5,17,8003,44,73,2.36,0.06190423358505877,0.1512106810611114,0.83,1.53,0.014670070699135875,0.02704241948153965,19,2,457,139.45,476.95,503.475,415.5,58,0,0,16,0.4689614016014256,-0.1596613660017404,13.34,0.8681148166057766,0.006530582010484902,2.4166666666666665,2.0,João,353,353,Cavaco Cancelo,João,0.002748969136573785,0.04171249018067552,142.31512489775236,5.4599913333805745e-06,378.72499999999997,328.5303776683087,0.001388368250794841,0.19758580101594175,2.200509534398526,132.67201348666697
