second_name_defender,season_name,element_code,start_cost,end_cost,goals_scored,assists,minutes,expected_goal_involvements,goals_scored_per_90,assists_per_90,expected_goals,expected_assists,expected_goals_per_90,expected_assists_per_90,yellow_cards,red_cards,total_points,ict_index,influence,creativity,threat,penalties_missed,penalties_saved,starts,clean_sheets_per_90,defensive_effectiveness,goals_conceded_per_90,defensive_effectiveness_trend,goals_conceded_trend,clean_sheets_trend,first_name_defender,id_defender,second_name_ref,first_name_ref,DS,DSS
Townsend,2020,108053,45,44,0,2,2234,0.0,0.0,0.0805729632945389,0.0,0.0,0.0,0.0,0,0,76,93.7,440.2,343.8,154.0,0,0,0,0.2417188898836168,-0.4834377797672337,1.4503133393017011,-0.0453216762775371,6.0,0.0,Conor,583,Townsend,Conor,1.0,0.14660521014291045
Trippier,2014,77794,50,48,6,41,14635,20.5,0.0903022161169907,0.2832629671437683,1.5,19.0,0.006133122672996512,0.07557985312014265,17,0,763,101.625,379.55,576.3625,59.125,0,0,64,0.3295623699512497,-0.2766826872699777,1.0212690881261939,0.02118852453920864,-4.057142857142857,-0.2285714285714285,Kieran,418,Trippier,Kieran,0.05555555555555555,0.25786625143489816
Tsimikas,2020,214285,50,49,0,9,2317,3.33,0.0,0.26959765040811545,0.77,2.56,0.0230787401574803,0.08038582677165353,6,0,140,45.675,139.1,241.75,75.0,0,0,17,0.3544183979290918,-0.1432721310293879,0.7125987255025615,-0.04775737700979593,2.0,1.0,Konstantinos,337,Tsimikas,Konstantinos,0.14285714285714285,0.32372715583513306
Tuanzebe,2016,180804,40,40,0,0,1398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,43,6.34,43.28,8.2,12.2,0,0,0,0.15445544554455445,-0.43463318763834247,1.2410384146404105,-0.0492523563155262,0.24999999999999994,-0.35,Axel,282,Tuanzebe,Axel,0.25,0.12416759910717318
Udogie,2023,487053,45,49,2,3,2391,4.78,0.0752823086574654,0.1129234629861982,2.42,2.36,0.0910915934755332,0.0888331242158092,5,1,79,117.3,534.8,357.9,279.0,0,0,28,0.1882057716436637,-0.5721455457967378,1.6185696361355082,-0.0492523563155262,0.24999999999999994,-0.35,Destiny,505,Udogie,Destiny,0.125,0.09424013986325092
Veltman,2020,111478,45,43,4,4,8916,3.7300000000000004,0.0422536731759193,0.0422536731759193,2.18,1.55,0.0242826788961974,0.018065303686701027,19,0,335,83.925,448.65,235.225,153.0,0,0,42,0.29726401555397824,-0.41175693587947415,1.3266563552526636,-0.04251546985456157,1.5833333333333333,-0.5,Joël,145,Veltman,Joël,0.05,0.1952210201245217
Vestergaard,2018,93100,50,46,4,1,6660,0.0,0.04126388317564787,0.008741258741258725,0.0,0.0,0.0,0.0,10,1,198,66.1,442.85,68.8,149.0,0,0,0,0.19697304828424686,-0.6353780390823126,1.7854181459900282,-0.05195054846568777,-0.3333333333333333,-0.08333333333333333,Jannik,307,Vestergaard,Jannik,0.07692307692307693,0.0791146736347346
Walker,2009,58621,40,40,8,43,33520,5.3100000000000005,0.020601286432183116,0.10707259370888235,0.79,4.5200000000000005,0.002065835640812893,0.0109967312094525,52,1,1475,50.40666666666666,223.29333333333335,207.12666666666667,73.26666666666667,0,0,52,0.34036337160249636,-0.2699247276108343,1.015175190629582,0.029238902398524638,1.3142857142857143,0.6857142857142857,Kyle,363,Walker,Kyle,0.01818181818181818,0.2650671716911879
Walker-Peters,2017,158534,45,40,2,12,9432,3.58,0.011363799411722483,0.3299022230893385,1.08,2.5,0.006113207547169801,0.0141509433962264,15,0,304,65.93333333333334,291.0,196.73333333333335,173.0,0,0,30,0.29400287136094644,-0.48657908386131415,1.5104505810142317,0.02109336029881656,5.76,0.68,Kyle,476,Walker-Peters,Kyle,0.0625,0.16918607921155512
Wan-Bissaka,2017,214590,45,45,2,14,14894,3.68,0.008403361344537815,0.06453027072680405,1.3,2.38,0.011479793826649543,0.018800312321295032,24,1,561,90.72857142857143,523.6,274.81428571428575,108.42857142857143,0,0,36,0.3101526095631657,-0.3855234350784672,1.2739611972593339,0.015311964479763268,3.266666666666667,0.9666666666666667,Aaron,388,Wan-Bissaka,Aaron,0.037037037037037035,0.2098999903175282
Ward,2009,55494,40,40,5,9,26340,3.08,0.024766898313104035,0.026845052930813237,2.0,1.08,0.007065065924907667,0.0037109098889381,50,0,802,39.475,260.4166666666667,89.60833333333333,43.833333333333336,0,0,47,0.21231136424364752,-0.4896562989594682,1.436452111642318,-0.02082187009163051,3.272727272727273,0.6545454545454545,Joel,215,Ward,Joel,0.0196078431372549,0.13135427929140414
Webster,2019,110735,45,44,6,1,9816,3.0,0.05237141253546249,0.006746626686656659,2.2199999999999998,0.78,0.02349361870116656,0.009286121171816819,17,0,333,69.94,446.56000000000006,98.96,153.0,0,0,36,0.2597878749941012,-0.44947982259691965,1.3834874314864005,0.0191892647405752,-3.5999999999999996,0.19999999999999996,Adam,147,Webster,Adam,0.05555555555555555,0.16586396078902793
White,2020,198869,45,45,6,10,12113,9.78,0.04486533985186625,0.07450014239832987,2.52,7.26,0.0187756884285078,0.05409206101357353,19,1,549,115.5,625.65,354.175,174.0,0,0,71,0.43224731769920466,-0.24201911280501992,1.0372950997117545,0.039627714278025895,-3.0,0.8333333333333334,Benjamin,24,White,Benjamin,0.045454545454545456,0.31497390863307373
Williams,2019,215136,40,40,1,3,4643,4.74,0.0080128205128205,2.1600724173576933,1.98,2.76,0.016745713386817667,0.0239474201667453,13,0,150,35.416666666666664,164.46666666666667,99.08333333333333,90.66666666666667,0,0,38,0.23605723539087017,-0.2900110563977231,0.9610848763851781,-0.03933539902138545,3.35,0.10000000000000003,Neco,437,Williams,Neco,0.07142857142857142,0.2130029571060283
Worrall,2022,208912,45,42,1,0,2653,1.8099999999999998,0.0203160270880361,0.0,0.95,0.8600000000000001,0.0275425956275704,0.043023129966913,6,1,74,40.25,296.1,44.349999999999994,64.5,0,0,26,0.2043198614675778,-0.6456971458610347,1.8185627261201645,-0.0118371007143077,-17.5,-2.0,Joe,448,Worrall,Joe,0.1111111111111111,0.07945772831543141
Young,2006,18892,60,62,48,95,34967,3.42,0.10594926193799789,0.22982048358923726,1.1300000000000001,2.29,0.0027568388650641763,0.005544002854614206,84,3,1570,32.01176470588236,135.94117647058823,142.75882352941176,41.0,3,0,50,0.2487799901978673,-0.3783479253441197,1.1946498035581665,0.00534802873097075,-0.6875,0.35,Ashley,238,Young,Ashley,0.01098901098901099,0.1854164785844698
Zabarnyi,2022,477580,45,45,1,0,3627,1.69,0.0135135135135135,0.0,1.13,0.56,0.01527027027027025,0.0089475839475839,5,0,91,48.65,372.0,56.25,58.5,0,0,40,0.1081081081081081,-0.621949221949222,1.662981162981163,-0.0158886158886158,31.0,4.0,Illia,85,Zabarnyi,Illia,0.16666666666666666,0.04231990703465405
Zinchenko,2017,206325,50,50,2,11,9308,6.96,0.0135471177860941,0.10986655178469136,1.92,5.04,0.0124907319615447,0.034324528889578605,7,1,440,71.05714285714285,279.9142857142857,320.0857142857143,109.71428571428571,0,0,46,0.4933923213280101,-0.11632504110219422,0.7842049240834957,-0.03235536797452585,2.1999999999999997,0.7666666666666666,Oleksandr,25,Zinchenko,Oleksandr,0.1,0.3915732733123912
Zouma,2014,103192,50,42,15,5,19589,4.04,0.05979789620452797,0.05210818463623932,3.86,0.18,0.014898609415478058,0.00071997524257596,17,1,735,60.83,409.36,40.879999999999995,157.2,0,0,56,0.2791541124626807,-0.46903334168590893,1.451737466677453,-0.05774650039280734,3.7333333333333334,0.24444444444444446,Kurt,532,Zouma,Kurt,0.05,0.16813259187293697
dos Santos Magalhães,2020,226597,50,49,13,1,11510,10.83,0.10126366466240087,0.007396449704142,9.52,1.31,0.06640098173821123,0.009163808470789975,17,2,519,113.8,657.8,108.975,370.75,0,0,72,0.3738755429974506,-0.26076755983137834,1.0257944425758965,0.021293912921938635,2.9166666666666665,2.0833333333333335,Gabriel,3,dos Santos Magalhães,Gabriel,0.045454545454545456,0.2828743093889076
dos Santos de Paulo,2023,223434,45,43,0,0,1631,0.75,0.0,0.0,0.25,0.5,0.0137952176578786,0.0275904353157572,4,0,37,45.8,297.8,135.5,23.0,0,0,17,0.1103617412630288,-0.5297363580625383,1.434702636419375,0.021293912921938635,2.9166666666666665,2.0833333333333335,Igor Julio,128,dos Santos de Paulo,Igor Julio,0.2,0.0724519319326305
van Dijk,2015,97032,55,56,22,12,23411,7.51,0.09535190987950073,0.037294789703387246,5.38,2.13,0.01788349795904091,0.007118325664123578,18,2,1111,102.74444444444445,614.911111111111,102.17777777777778,310.0,0,0,68,0.3717300254198002,-0.3098810812355884,1.1464327285087714,-0.007544249936833636,-0.9750000000000001,0.175,Virgil,339,van Dijk,Virgil,0.043478260869565216,0.26365558067894757
van Hecke,2022,469142,40,40,0,0,2659,2.94,0.0,0.0,1.97,0.9700000000000001,0.1120363436890498,0.023858708902201098,6,0,67,53.65,351.59999999999997,91.10000000000001,92.5,0,0,29,0.0950168918918919,-0.6838342853162441,1.8046026051825024,0.1821450961270549,15.5,2.5,Jan Paul,144,van Hecke,Jan Paul,0.14285714285714285,0.01770861495820711
van de Ven,2023,491279,45,44,3,0,2341,0.94,0.1153353267834259,0.0,0.61,0.33,0.0234515164459632,0.0126868859461768,5,0,81,70.5,561.6,56.7,85.0,0,0,27,0.1922255446390431,-0.5074754378470739,1.4609141392567278,0.1821450961270549,15.5,2.5,Micky,506,van de Ven,Micky,0.16666666666666666,0.11652360386137216
