season_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,id,first_name,second_name,unique_id
2022/23,168991,55,50,126,2766,7,2,9,54,0,0,0,5,0,0,14,475,637.4,401.1,445.0,148.4,34,4.6,2.56,7.16,49.46,76,Philip,Billing,168991_2022/23
2023/24,168991,55,51,60,1385,2,3,2,36,0,0,0,3,1,0,3,228,304.2,313.5,267.0,88.3,13,2.53,2.11,4.64,29.25,76,Philip,Billing,168991_2023/24
2018/19,111317,50,50,123,2263,7,6,9,41,0,0,0,3,0,0,7,414,598.0,466.7,609.0,167.5,0,0.0,0.0,0.0,0.0,62,David,Brooks,111317_2018/19
2019/20,111317,65,61,21,505,1,0,1,12,0,0,0,1,0,0,1,73,82.2,100.8,71.0,25.4,0,0.0,0.0,0.0,0.0,62,David,Brooks,111317_2019/20
2022/23,111317,55,53,5,170,0,0,0,4,0,0,0,1,0,0,0,7,17.6,28.8,42.0,8.7,2,0.33,0.2,0.53,4.4,62,David,Brooks,111317_2022/23
2023/24,111317,50,47,23,271,1,1,0,7,0,0,0,1,0,0,2,71,88.2,112.4,113.0,31.4,2,2.45,0.47,2.92,6.08,62,David,Brooks,111317_2023/24
2022/23,158499,55,53,64,1825,1,2,3,35,0,0,0,2,0,0,2,225,284.2,423.5,402.0,111.1,22,2.89,2.07,4.96,30.87,63,Ryan,Christie,158499_2022/23
2023/24,158499,50,50,90,2908,0,5,8,56,0,0,0,6,0,0,5,433,620.2,780.2,351.0,175.4,35,2.49,5.37,7.86,48.61,63,Ryan,Christie,158499_2023/24
2023/24,503139,50,49,41,1003,1,1,3,25,0,0,0,3,0,0,3,163,197.0,294.7,116.0,60.7,11,0.82,1.06,1.88,17.89,77,Alex,Scott,503139_2023/24
2018/19,85955,50,46,96,3156,2,0,16,37,0,0,0,8,0,0,4,577,691.4,628.4,122.0,144.2,0,0.0,0.0,0.0,0.0,7,Jorge Luiz,Frello Filho,85955_2018/19
2019/20,85955,50,49,92,2376,4,3,6,40,0,0,0,10,0,0,9,535,600.0,422.4,158.0,118.4,0,0.0,0.0,0.0,0.0,7,Jorge Luiz,Frello Filho,85955_2019/20
2020/21,85955,50,47,114,2006,7,2,14,17,0,0,2,2,0,0,15,485,588.8,383.5,175.0,114.9,0,0.0,0.0,0.0,0.0,7,Jorge Luiz,Frello Filho,85955_2020/21
2021/22,85955,60,57,106,2271,6,2,12,16,0,0,1,5,0,0,11,519,605.8,429.3,214.0,125.1,0,0.0,0.0,0.0,0.0,7,Jorge Luiz,Frello Filho,85955_2021/22
2022/23,85955,60,57,79,2127,2,2,9,23,0,0,0,4,0,0,5,379,400.4,261.4,98.0,76.1,24,1.89,0.96,2.85,24.41,7,Jorge Luiz,Frello Filho,85955_2022/23
2023/24,85955,55,53,44,913,0,2,4,11,0,0,0,1,0,0,1,182,165.4,187.8,16.0,36.8,10,0.1,1.77,1.87,8.42,7,Jorge Luiz,Frello Filho,85955_2023/24
2020/21,450542,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,213,Jesurun,Rak-Sakyi,450542_2020/21
2021/22,450542,45,44,4,79,0,0,1,0,0,0,0,0,0,0,0,7,1.0,6.1,2.0,0.8,0,0.0,0.0,0.0,0.0,213,Jesurun,Rak-Sakyi,450542_2021/22
2022/23,450542,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,213,Jesurun,Rak-Sakyi,450542_2022/23
2023/24,450542,45,45,8,132,0,0,1,3,0,0,0,0,0,0,0,21,23.2,28.2,58.0,11.0,0,0.41,0.14,0.54,3.21,213,Jesurun,Rak-Sakyi,450542_2023/24
2019/20,232826,45,45,17,436,0,1,0,6,0,0,0,0,0,0,1,63,76.0,98.4,44.0,21.8,0,0.0,0.0,0.0,0.0,398,Anthony,Gordon,232826_2019/20
2020/21,232826,45,43,3,87,0,0,0,0,0,0,0,0,0,0,0,11,14.4,12.7,4.0,3.1,0,0.0,0.0,0.0,0.0,398,Anthony,Gordon,232826_2020/21
2021/22,232826,45,47,100,2277,4,3,7,40,0,0,0,4,0,0,9,325,460.4,523.0,632.0,161.6,0,0.0,0.0,0.0,0.0,398,Anthony,Gordon,232826_2021/22
2022/23,232826,55,51,68,1574,4,0,4,18,0,0,0,7,0,0,5,186,311.2,226.6,550.0,108.8,16,4.73,1.29,6.02,25.18,398,Anthony,Gordon,232826_2022/23
2023/24,232826,55,64,183,2896,11,16,12,48,0,0,0,10,1,0,14,594,822.6,843.7,905.0,256.7,34,10.03,5.4,15.42,51.73,398,Anthony,Gordon,232826_2023/24
2022/23,513046,45,45,48,976,3,2,1,18,0,0,0,1,0,0,5,178,253.8,108.1,113.0,47.1,12,1.58,0.56,2.14,20.32,429,Danilo,dos Santos de Oliveira,513046_2022/23
2023/24,513046,55,53,65,1787,2,2,1,42,0,0,0,4,0,0,4,302,368.0,277.6,137.0,78.1,20,1.82,0.94,2.76,28.6,429,Danilo,dos Santos de Oliveira,513046_2023/24
2020/21,465527,45,45,1,8,0,0,0,0,0,0,0,0,0,0,0,2,1.2,0.0,0.0,0.1,0,0.0,0.0,0.0,0.0,373,Hannibal,Mejbri,465527_2020/21
2021/22,465527,45,45,1,67,0,0,0,2,0,0,0,2,0,0,0,-2,4.2,4.4,9.0,1.7,0,0.0,0.0,0.0,0.0,373,Hannibal,Mejbri,465527_2021/22
2023/24,465527,45,43,11,131,1,0,1,1,0,0,0,1,0,0,0,34,48.2,29.8,13.0,9.0,1,0.03,0.48,0.51,3.48,373,Hannibal,Mejbri,465527_2023/24
2023/24,549068,45,45,2,35,0,0,0,1,0,0,0,0,0,0,0,6,2.6,0.5,2.0,0.5,0,0.04,0.0,0.04,1.03,173,Omari,Kellyman,549068_2023/24
2022/23,513834,45,45,1,11,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.82,601,Andrew,Moran,513834_2022/23
2023/24,432422,55,52,16,437,1,0,1,5,0,0,0,2,0,0,0,86,81.8,105.0,50.0,23.8,5,0.62,0.47,1.09,6.66,417,Sandro,Tonali,432422_2023/24
2022/23,467169,75,73,82,1803,4,2,12,21,0,0,0,5,0,0,4,262,322.0,421.0,633.0,137.1,23,6.65,2.42,9.07,25.37,365,Antony Matheus,dos Santos,467169_2022/23
2023/24,467169,70,68,47,1311,1,1,3,26,0,0,0,5,0,0,0,184,247.8,327.7,347.0,91.8,15,3.38,1.83,5.21,25.18,365,Antony Matheus,dos Santos,467169_2023/24
2019/20,180974,60,55,78,2678,2,2,9,46,0,0,0,7,0,0,3,236,330.8,433.4,641.0,140.5,0,0.0,0.0,0.0,0.0,403,Joelinton Cássio,Apolinário de Lira,180974_2019/20
2020/21,180974,60,57,74,1979,4,2,3,36,0,0,0,3,0,0,5,258,357.0,250.1,612.0,122.2,0,0.0,0.0,0.0,0.0,403,Joelinton Cássio,Apolinário de Lira,180974_2020/21
2021/22,180974,60,59,83,2554,4,2,7,46,0,0,0,8,0,0,7,323,529.6,386.6,583.0,149.5,0,0.0,0.0,0.0,0.0,403,Joelinton Cássio,Apolinário de Lira,180974_2021/22
2022/23,180974,60,60,115,2660,6,5,11,26,0,0,0,12,0,0,10,458,603.4,413.1,655.0,167.3,30,7.11,1.9,9.01,32.27,403,Joelinton Cássio,Apolinário de Lira,180974_2022/23
2023/24,180974,60,58,45,1276,2,1,3,23,0,0,0,6,0,0,3,209,295.2,314.9,206.0,81.6,15,2.82,1.09,3.91,25.3,403,Joelinton Cássio,Apolinário de Lira,180974_2023/24
2020/21,155405,50,49,67,2428,1,2,9,34,0,0,0,10,0,0,2,396,535.4,539.3,82.0,115.8,0,0.0,0.0,0.0,0.0,359,Kalvin,Phillips,155405_2020/21
2021/22,155405,50,47,39,1594,0,1,3,25,0,0,0,4,0,0,1,209,270.8,151.0,99.0,52.4,0,0.0,0.0,0.0,0.0,359,Kalvin,Phillips,155405_2021/22
2022/23,155405,50,48,14,291,0,0,1,3,0,0,0,1,0,0,0,68,50.0,54.4,22.0,12.7,2,0.28,0.11,0.39,5.05,359,Kalvin,Phillips,155405_2022/23
2023/24,155405,50,47,10,394,0,0,0,13,0,0,0,1,1,0,0,27,35.6,23.3,31.0,9.1,3,0.22,0.11,0.33,10.75,359,Kalvin,Phillips,155405_2023/24
2015/16,159533,60,52,15,193,0,2,0,8,0,0,0,1,0,0,0,48,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,239,Adama,Traoré,159533_2015/16
2016/17,159533,50,48,52,1543,0,1,6,22,0,0,0,1,0,0,2,264,283.2,320.5,176.0,77.9,0,0.0,0.0,0.0,0.0,239,Adama,Traoré,159533_2016/17
2018/19,159533,55,51,44,884,1,1,1,13,0,0,0,1,0,0,2,182,223.4,271.3,265.0,75.8,0,0.0,0.0,0.0,0.0,239,Adama,Traoré,159533_2018/19
2019/20,159533,50,56,130,2599,4,9,7,33,0,0,0,1,0,0,14,522,727.2,786.4,583.0,209.7,0,0.0,0.0,0.0,0.0,239,Adama,Traoré,159533_2019/20
2020/21,159533,65,60,94,2640,2,4,7,41,0,0,0,4,0,0,5,359,475.4,751.0,645.0,187.2,0,0.0,0.0,0.0,0.0,239,Adama,Traoré,159533_2020/21
2021/22,159533,60,56,44,1069,1,1,5,10,0,0,0,0,0,0,0,168,192.0,271.1,300.0,76.6,0,0.0,0.0,0.0,0.0,239,Adama,Traoré,159533_2021/22
2022/23,159533,55,53,66,1477,2,4,2,30,0,0,0,2,0,0,0,228,270.2,388.2,261.0,91.7,12,1.38,3.22,4.6,29.49,239,Adama,Traoré,159533_2022/23
2023/24,159533,50,49,36,363,2,3,0,13,0,0,0,2,0,0,1,113,164.2,108.1,140.0,41.3,1,1.49,0.88,2.37,11.28,239,Adama,Traoré,159533_2023/24
2022/23,444180,55,52,61,1241,3,1,2,29,0,0,0,2,0,0,4,193,308.6,209.3,263.0,78.1,11,1.69,1.1,2.79,26.14,61,Jaidon,Anthony,444180_2022/23
2023/24,444180,50,49,3,151,0,0,0,5,0,0,0,1,0,0,0,4,9.0,4.6,16.0,3.0,2,0.07,0.02,0.09,4.44,61,Jaidon,Anthony,444180_2023/24
2022/23,533463,50,50,49,1239,1,3,1,23,0,0,0,1,0,0,4,163,280.8,262.5,283.0,82.5,15,3.52,1.68,5.2,25.86,74,Dango,Ouattara,533463_2022/23
2023/24,533463,50,47,56,1214,1,2,5,24,0,0,0,3,0,0,3,207,298.4,245.4,332.0,87.8,12,2.65,1.1,3.75,21.13,74,Dango,Ouattara,533463_2023/24
2022/23,200785,50,49,47,2156,0,0,5,36,0,0,0,4,1,0,1,290,393.6,328.9,24.0,74.9,24,0.11,1.05,1.16,32.69,60,Tyler,Adams,200785_2022/23
2023/24,200785,50,49,5,118,0,0,0,3,0,0,0,0,0,0,1,28,24.6,14.1,10.0,4.9,1,0.0,0.03,0.03,1.81,60,Tyler,Adams,200785_2023/24
2019/20,122806,55,52,84,2312,3,3,6,41,0,0,0,3,0,0,4,321,458.6,503.3,499.0,145.9,0,0.0,0.0,0.0,0.0,48,John,McGinn,122806_2019/20
2020/21,122806,55,55,114,3330,3,7,14,46,0,0,0,12,0,0,2,492,579.0,600.5,361.0,154.1,0,0.0,0.0,0.0,0.0,48,John,McGinn,122806_2020/21
2021/22,122806,60,56,110,3090,3,4,10,48,0,0,0,8,0,0,12,495,700.2,777.8,307.0,178.6,0,0.0,0.0,0.0,0.0,48,John,McGinn,122806_2021/22
2022/23,122806,55,51,90,2692,1,5,10,31,0,0,0,7,0,0,3,354,382.0,353.6,347.0,108.3,30,2.4,3.33,5.73,37.73,48,John,McGinn,122806_2022/23
2023/24,122806,55,53,119,3000,6,5,7,54,0,0,0,9,1,0,9,502,640.4,690.7,360.0,169.4,35,5.01,4.99,10.0,49.85,48,John,McGinn,122806_2023/24
2019/20,200600,55,49,25,285,1,1,3,0,0,0,0,0,0,0,2,74,62.4,73.3,148.0,28.4,0,0.0,0.0,0.0,0.0,562,Daniel,Castelo Podence,200600_2019/20
2020/21,200600,55,53,75,1661,3,2,8,24,0,0,0,3,0,0,5,240,285.6,322.0,456.0,106.2,0,0.0,0.0,0.0,0.0,562,Daniel,Castelo Podence,200600_2020/21
2021/22,200600,55,55,70,1475,2,3,9,12,0,0,0,2,0,0,2,257,328.6,493.0,459.0,128.2,0,0.0,0.0,0.0,0.0,562,Daniel,Castelo Podence,200600_2021/22
2022/23,200600,55,51,92,1760,6,1,6,31,0,0,0,5,0,0,10,249,376.0,512.8,580.0,146.8,20,3.88,2.19,6.07,28.24,562,Daniel,Castelo Podence,200600_2022/23
2023/24,200600,55,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,562,Daniel,Castelo Podence,200600_2023/24
2020/21,493250,55,54,8,165,0,1,0,3,0,0,0,0,0,0,0,34,38.0,31.2,9.0,7.8,0,0.0,0.0,0.0,0.0,364,Amad,Diallo,493250_2020/21
2021/22,493250,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,364,Amad,Diallo,493250_2021/22
2022/23,493250,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,364,Amad,Diallo,493250_2022/23
2023/24,493250,45,44,23,385,1,1,1,6,0,0,0,1,0,0,3,68,117.0,123.8,114.0,35.2,3,0.53,0.47,1.0,7.66,364,Amad,Diallo,493250_2023/24
2017/18,114243,55,50,51,1137,1,2,2,25,0,0,0,0,0,0,2,171,161.8,159.7,227.0,54.7,0,0.0,0.0,0.0,0.0,402,Jacob,Murphy,114243_2017/18
2018/19,114243,50,47,16,296,0,1,1,8,0,0,0,0,0,0,0,50,53.6,31.1,22.0,10.7,0,0.0,0.0,0.0,0.0,402,Jacob,Murphy,114243_2018/19
2019/20,114243,50,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,402,Jacob,Murphy,114243_2019/20
2020/21,114243,50,49,69,1617,2,3,3,33,0,0,0,3,0,0,7,252,363.4,280.8,289.0,93.2,0,0.0,0.0,0.0,0.0,402,Jacob,Murphy,114243_2020/21
2021/22,114243,50,46,62,1457,1,4,2,35,0,0,0,4,0,0,0,215,267.8,282.0,281.0,82.8,0,0.0,0.0,0.0,0.0,402,Jacob,Murphy,114243_2021/22
2022/23,114243,45,42,78,1230,4,2,3,12,0,0,0,0,0,0,2,240,275.0,302.5,410.0,98.9,14,3.46,2.95,6.41,16.13,402,Jacob,Murphy,114243_2022/23
2023/24,114243,50,48,82,1184,3,8,5,21,0,0,0,1,0,0,4,312,377.8,453.4,270.0,110.0,14,2.23,3.35,5.58,18.42,402,Jacob,Murphy,114243_2023/24
2013/14,80607,80,72,132,1976,7,9,6,28,0,0,0,3,0,0,20,162,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,370,Christian,Eriksen,80607_2013/14
2014/15,80607,80,79,162,3132,10,4,9,49,0,0,0,4,0,0,25,689,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,370,Christian,Eriksen,80607_2014/15
2015/16,80607,85,87,178,2936,6,16,11,32,0,0,0,2,0,0,23,770,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,370,Christian,Eriksen,80607_2015/16
2016/17,80607,85,89,218,3159,8,20,16,24,0,0,0,0,0,0,30,798,974.6,1679.2,1244.0,389.7,0,0.0,0.0,0.0,0.0,370,Christian,Eriksen,80607_2016/17
2017/18,80607,95,97,199,3218,11,10,17,33,0,0,0,0,0,0,23,826,1072.6,1487.0,1021.0,358.2,0,0.0,0.0,0.0,0.0,370,Christian,Eriksen,80607_2017/18
2018/19,80607,95,92,161,2770,8,12,8,37,0,0,0,3,0,0,15,675,876.0,1148.7,801.0,283.0,0,0.0,0.0,0.0,0.0,370,Christian,Eriksen,80607_2018/19
2019/20,80607,90,86,48,1090,2,2,1,18,0,0,0,5,0,0,6,205,262.4,348.9,225.0,83.3,0,0.0,0.0,0.0,0.0,370,Christian,Eriksen,80607_2019/20
2021/22,80607,55,56,43,938,1,4,4,10,0,0,0,1,0,0,2,221,285.6,482.4,192.0,95.8,0,0.0,0.0,0.0,0.0,370,Christian,Eriksen,80607_2021/22
2022/23,80607,65,62,103,2046,1,9,13,25,0,0,0,3,0,0,8,426,425.4,575.2,344.0,134.4,25,4.79,3.49,8.28,26.02,370,Christian,Eriksen,80607_2022/23
2023/24,80607,60,58,48,1134,1,2,2,27,0,0,0,1,0,0,4,248,255.4,400.5,93.0,75.0,12,0.97,2.46,3.43,20.08,370,Christian,Eriksen,80607_2023/24
2020/21,232413,60,58,125,2555,4,8,6,51,0,0,0,3,0,0,17,470,516.2,653.1,383.0,155.4,0,0.0,0.0,0.0,0.0,199,Eberechi,Eze,232413_2020/21
2021/22,232413,60,59,31,599,1,1,3,8,0,0,0,1,0,0,2,125,120.0,175.3,135.0,43.2,0,0.0,0.0,0.0,0.0,199,Eberechi,Eze,232413_2021/22
2022/23,232413,55,57,159,2631,10,5,9,35,0,0,0,3,0,0,21,580,702.6,833.6,635.0,217.0,30,7.25,2.92,10.17,32.64,199,Eberechi,Eze,232413_2022/23
2023/24,232413,65,60,136,2054,11,5,8,28,0,0,0,3,0,0,11,490,740.4,810.0,735.0,228.7,24,9.12,5.66,14.78,32.39,199,Eberechi,Eze,232413_2023/24
2022/23,509416,45,45,3,65,0,0,0,2,0,0,0,0,0,0,0,14,7.4,25.5,3.0,3.5,1,0.02,0.3,0.32,1.45,600,Yasin,Ayari,509416_2022/23
2023/24,509416,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,600,Yasin,Ayari,509416_2023/24
2021/22,215413,45,44,70,2101,1,2,8,27,0,0,0,4,0,0,4,337,377.6,505.6,221.0,110.6,0,0.0,0.0,0.0,0.0,166,Kiernan,Dewsbury-Hall,215413_2021/22
2022/23,215413,50,49,82,2305,2,3,7,41,0,0,0,3,1,0,5,347,453.6,541.7,239.0,123.7,28,2.17,2.62,4.79,40.23,166,Kiernan,Dewsbury-Hall,215413_2022/23
2023/24,491557,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,614,Jenson,Metcalfe,491557_2023/24
2021/22,498046,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,638,Salah-Eddine,Oulad M'hand,498046_2021/22
2023/24,499721,45,45,2,3,0,0,0,0,0,0,0,0,0,0,0,4,1.0,0.5,0.0,0.1,0,0.0,0.0,0.0,0.05,610,Mikey,Moore,499721_2023/24
2023/24,577725,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,604,Josh,King,577725_2023/24
2017/18,209244,50,47,8,45,0,1,0,1,0,0,0,0,0,0,0,31,29.2,32.1,10.0,7.1,0,0.0,0.0,0.0,0.0,348,Phil,Foden,209244_2017/18
2018/19,209244,50,45,25,328,1,0,2,0,0,0,0,0,0,0,3,93,85.0,133.8,208.0,42.6,0,0.0,0.0,0.0,0.0,348,Phil,Foden,209244_2018/19
2019/20,209244,55,55,69,888,5,2,4,7,0,0,0,0,0,0,4,261,312.2,301.6,466.0,108.1,0,0.0,0.0,0.0,0.0,348,Phil,Foden,209244_2019/20
2020/21,209244,65,61,135,1607,9,8,6,16,0,0,0,0,0,0,17,479,580.8,545.8,734.0,186.0,0,0.0,0.0,0.0,0.0,348,Phil,Foden,209244_2020/21
2021/22,209244,80,79,137,2125,9,6,13,16,0,0,0,1,0,0,11,483,580.8,716.4,954.0,225.5,0,0.0,0.0,0.0,0.0,348,Phil,Foden,209244_2021/22
2022/23,209244,80,80,142,1832,11,7,5,16,0,0,0,1,0,0,15,517,684.8,707.4,717.0,210.9,22,5.75,4.73,10.48,17.62,348,Phil,Foden,209244_2022/23
2023/24,209244,75,85,230,2860,19,8,14,27,0,0,0,2,0,0,31,866,1154.8,1157.8,1172.0,348.8,33,10.17,6.95,17.12,28.51,348,Phil,Foden,209244_2023/24
2022/23,564510,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,406,Garang,Kuol,564510_2022/23
2023/24,564510,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,406,Garang,Kuol,564510_2023/24
2019/20,220566,55,53,92,2480,3,2,14,27,0,0,0,8,0,0,5,516,599.2,532.6,193.0,132.3,0,0.0,0.0,0.0,0.0,360,Rodrigo 'Rodri',Hernandez,220566_2019/20
2020/21,220566,55,53,91,2747,2,2,13,27,0,0,0,6,0,0,5,531,640.6,546.3,335.0,152.4,0,0.0,0.0,0.0,0.0,360,Rodrigo 'Rodri',Hernandez,220566_2020/21
2021/22,220566,55,55,127,2884,7,2,17,22,0,0,0,5,0,0,9,618,758.2,541.4,444.0,174.8,0,0.0,0.0,0.0,0.0,360,Rodrigo 'Rodri',Hernandez,220566_2021/22
2022/23,220566,60,56,108,2911,2,6,11,26,0,0,0,5,0,0,7,606,716.0,555.9,493.0,176.9,34,4.53,3.49,8.02,25.24,360,Rodrigo 'Rodri',Hernandez,220566_2022/23
2023/24,220566,55,56,159,2931,8,10,14,26,0,0,0,8,1,0,19,737,1043.8,894.8,484.0,242.3,34,3.99,6.15,10.14,29.89,360,Rodrigo 'Rodri',Hernandez,220566_2023/24
2014/15,86417,45,45,98,2531,3,2,8,40,1,0,0,4,0,0,2,403,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,214,Jeffrey,Schlupp,86417_2014/15
2015/16,86417,50,47,52,1387,1,4,2,24,0,0,0,4,0,0,2,285,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,214,Jeffrey,Schlupp,86417_2015/16
2016/17,86417,50,47,47,1139,0,2,3,17,0,0,0,0,0,0,4,237,214.2,100.4,65.0,38.1,0,0.0,0.0,0.0,0.0,214,Jeffrey,Schlupp,86417_2016/17
2017/18,86417,50,47,50,1742,0,2,3,30,0,0,0,3,0,0,0,281,339.6,189.7,155.0,68.6,0,0.0,0.0,0.0,0.0,214,Jeffrey,Schlupp,86417_2017/18
2018/19,86417,45,43,91,1660,4,3,4,26,0,0,0,1,0,0,3,301,385.2,240.5,430.0,105.7,0,0.0,0.0,0.0,0.0,214,Jeffrey,Schlupp,86417_2018/19
2019/20,86417,55,54,51,1030,3,1,4,16,0,0,0,2,0,0,4,148,240.0,101.9,266.0,60.8,0,0.0,0.0,0.0,0.0,214,Jeffrey,Schlupp,86417_2019/20
2020/21,86417,55,53,65,1415,2,3,5,26,0,0,0,3,0,0,3,194,336.6,242.1,304.0,88.2,0,0.0,0.0,0.0,0.0,214,Jeffrey,Schlupp,86417_2020/21
2021/22,86417,55,54,86,1840,4,2,8,19,0,0,0,1,0,0,2,297,412.0,249.8,486.0,114.9,0,0.0,0.0,0.0,0.0,214,Jeffrey,Schlupp,86417_2021/22
2022/23,86417,50,47,89,2528,3,2,9,38,0,0,0,7,0,0,2,324,404.6,257.6,314.0,97.9,30,2.97,1.11,4.08,37.03,214,Jeffrey,Schlupp,86417_2022/23
2023/24,86417,50,48,66,1340,2,2,4,25,0,0,0,1,0,0,4,201,279.8,234.2,229.0,74.1,17,1.7,1.41,3.11,22.46,214,Jeffrey,Schlupp,86417_2023/24
2016/17,155408,45,42,17,432,0,2,1,7,0,0,0,1,0,0,1,81,100.8,89.8,28.0,21.8,0,0.0,0.0,0.0,0.0,64,Lewis,Cook,155408_2016/17
2017/18,155408,45,43,58,2234,0,2,3,42,0,0,0,5,0,0,0,337,456.4,423.3,126.0,100.7,0,0.0,0.0,0.0,0.0,64,Lewis,Cook,155408_2017/18
2018/19,155408,50,46,22,719,0,0,3,10,0,0,0,2,0,0,0,91,76.0,50.4,36.0,16.5,0,0.0,0.0,0.0,0.0,64,Lewis,Cook,155408_2018/19
2019/20,155408,50,50,40,1340,0,1,2,30,0,0,0,5,0,0,0,183,187.8,183.1,68.0,43.8,0,0.0,0.0,0.0,0.0,64,Lewis,Cook,155408_2019/20
2022/23,155408,50,49,51,1712,0,2,3,39,0,0,0,4,0,0,1,280,313.0,352.5,45.0,71.2,18,0.24,2.3,2.54,32.09,64,Lewis,Cook,155408_2022/23
2023/24,155408,50,48,77,2787,0,3,8,51,0,0,0,5,1,0,5,446,520.2,681.9,67.0,127.2,32,0.42,2.92,3.34,50.3,64,Lewis,Cook,155408_2023/24
2023/24,222683,50,46,100,1910,7,1,11,23,0,0,0,5,0,0,2,229,362.2,283.2,619.0,126.4,26,5.76,1.68,7.44,30.07,71,Justin,Kluivert,222683_2023/24
2022/23,438098,60,56,40,500,1,2,2,5,0,0,0,0,0,0,2,134,116.0,180.6,123.0,41.5,3,0.86,1.39,2.25,5.28,1,Fábio,Ferreira Vieira,438098_2022/23
2023/24,438098,55,54,24,290,1,3,1,2,0,0,0,0,1,0,0,67,82.8,88.8,85.0,25.5,2,1.25,0.64,1.89,1.83,1,Fábio,Ferreira Vieira,438098_2023/24
2011/12,114283,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,349,Jack,Grealish,114283_2011/12
2012/13,114283,45,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,349,Jack,Grealish,114283_2012/13
2013/14,114283,45,45,1,3,0,0,0,2,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,349,Jack,Grealish,114283_2013/14
2014/15,114283,45,43,31,822,0,1,2,18,0,0,0,0,0,0,2,147,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,349,Jack,Grealish,114283_2014/15
2015/16,114283,55,52,28,833,1,0,0,26,0,0,0,1,0,0,0,128,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,349,Jack,Grealish,114283_2015/16
2019/20,114283,60,59,149,3233,8,7,7,63,0,0,1,8,0,0,19,601,826.6,1209.2,837.0,287.0,0,0.0,0.0,0.0,0.0,349,Jack,Grealish,114283_2019/20
2020/21,114283,70,75,135,2183,6,12,12,28,0,0,0,6,0,0,13,531,707.4,1029.6,917.0,265.3,0,0.0,0.0,0.0,0.0,349,Jack,Grealish,114283_2020/21
2021/22,114283,80,75,86,1910,3,3,15,8,0,0,0,3,0,0,2,359,394.4,730.6,923.0,204.8,0,0.0,0.0,0.0,0.0,349,Jack,Grealish,114283_2021/22
2022/23,114283,70,71,121,2051,5,10,10,16,0,0,0,4,0,0,9,490,515.8,721.3,683.0,191.7,23,4.5,6.74,11.24,14.46,349,Jack,Grealish,114283_2022/23
2023/24,114283,75,72,50,998,3,1,3,13,0,0,0,6,0,0,6,199,240.4,384.1,295.0,91.9,10,2.17,2.69,4.86,12.58,349,Jack,Grealish,114283_2023/24
2023/24,503714,45,44,13,296,0,0,1,6,0,0,0,2,0,0,0,62,60.8,44.4,4.0,10.9,3,0.0,0.14,0.14,7.59,188,Lesley,Ugochukwu,503714_2023/24
