season_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,id,first_name,second_name,unique_id
2022/23,573062,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,605,Martial,Godo,573062_2022/23
2022/23,248857,55,54,26,639,1,0,0,13,0,0,0,0,0,0,2,105,153.8,170.8,224.0,55.0,7,0.9,0.72,1.62,13.11,177,Noni,Madueke,248857_2022/23
2023/24,248857,55,53,76,1044,5,3,4,19,0,0,0,2,0,0,7,253,341.6,287.5,401.0,102.8,13,2.51,2.13,4.64,18.37,177,Noni,Madueke,248857_2023/24
2022/23,472769,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,607,Nico,O'Reilly,472769_2022/23
2020/21,478912,45,45,2,18,0,0,0,0,0,0,0,0,0,0,0,7,1.0,1.1,5.0,0.6,0,0.0,0.0,0.0,0.0,161,Carney,Chukwuemeka,478912_2020/21
2021/22,478912,45,45,16,291,0,1,0,6,0,0,0,0,0,0,0,43,44.0,34.6,69.0,14.9,0,0.0,0.0,0.0,0.0,161,Carney,Chukwuemeka,478912_2021/22
2022/23,478912,45,42,18,342,0,0,1,7,0,0,0,0,0,0,0,71,66.0,113.5,78.0,25.7,2,0.33,0.61,0.94,8.1,161,Carney,Chukwuemeka,478912_2022/23
2023/24,478912,45,42,16,222,1,1,0,5,0,0,0,2,0,0,0,53,78.4,68.6,52.0,19.9,2,0.12,0.29,0.41,4.6,161,Carney,Chukwuemeka,478912_2023/24
2023/24,490881,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,613,Toby,Collyer,490881_2023/24
2022/23,243345,50,47,22,578,1,0,1,14,0,0,0,2,0,0,0,88,107.8,56.4,47.0,21.1,6,0.34,0.19,0.53,14.13,439,Lewis,O'Brien,243345_2022/23
2023/24,243345,50,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,439,Lewis,O'Brien,243345_2023/24
2022/23,547719,45,45,1,14,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.4,1.0,0.0,0,0.08,0.0,0.08,0.87,411,Lewis,Miley,547719_2022/23
2023/24,547719,45,45,44,1203,1,3,1,29,0,0,0,1,0,0,1,232,237.4,192.8,136.0,56.7,14,1.22,1.08,2.3,30.2,411,Lewis,Miley,547719_2023/24
2016/17,121599,50,46,38,1352,1,0,4,32,0,0,0,4,0,0,0,226,179.4,178.2,254.0,61.1,0,0.0,0.0,0.0,0.0,217,Abdoulaye,Doucouré,121599_2016/17
2017/18,121599,50,52,136,3324,7,4,9,63,0,0,0,10,0,0,16,679,859.0,595.8,537.0,199.7,0,0.0,0.0,0.0,0.0,217,Abdoulaye,Doucouré,121599_2017/18
2018/19,121599,60,58,124,3061,5,7,5,56,1,0,0,7,0,0,14,550,735.6,544.1,709.0,198.9,0,0.0,0.0,0.0,0.0,217,Abdoulaye,Doucouré,121599_2018/19
2019/20,121599,60,54,113,3156,4,4,10,61,1,0,0,9,0,0,9,459,529.6,539.0,667.0,173.4,0,0.0,0.0,0.0,0.0,217,Abdoulaye,Doucouré,121599_2019/20
2020/21,121599,55,51,80,2443,2,3,9,36,0,0,0,6,0,0,2,421,433.8,319.4,267.0,102.1,0,0.0,0.0,0.0,0.0,217,Abdoulaye,Doucouré,121599_2020/21
2021/22,121599,55,53,90,2536,2,5,5,47,0,0,0,6,0,0,8,387,481.8,285.8,441.0,121.1,0,0.0,0.0,0.0,0.0,217,Abdoulaye,Doucouré,121599_2021/22
2022/23,121599,55,53,76,1527,5,2,4,27,0,0,0,6,1,0,10,263,360.4,284.1,255.0,89.7,17,2.61,1.52,4.13,32.1,217,Abdoulaye,Doucouré,121599_2022/23
2023/24,121599,55,55,116,2632,7,3,12,36,0,0,0,7,0,0,7,335,462.4,456.5,687.0,161.0,32,8.7,1.51,10.21,42.26,217,Abdoulaye,Doucouré,121599_2023/24
2022/23,88484,55,49,27,764,1,0,3,9,0,0,0,3,0,0,3,57,92.0,184.7,157.0,43.0,9,2.99,0.89,3.88,13.37,565,Pablo,Sarabia,88484_2022/23
2023/24,88484,50,45,99,1737,4,7,6,27,0,0,0,5,0,0,8,358,469.2,795.3,418.0,168.4,20,5.52,5.0,10.52,30.95,565,Pablo,Sarabia,88484_2023/24
2017/18,108413,50,46,53,987,2,3,4,16,0,0,0,0,0,0,5,190,238.6,267.0,136.0,64.3,0,0.0,0.0,0.0,0.0,203,Will,Hughes,108413_2017/18
2018/19,108413,50,49,87,2419,2,4,7,39,0,0,0,5,0,0,5,320,429.2,416.0,451.0,129.6,0,0.0,0.0,0.0,0.0,203,Will,Hughes,108413_2018/19
2019/20,108413,55,53,62,2249,1,1,5,46,0,0,0,9,0,0,3,265,352.2,413.1,270.0,103.6,0,0.0,0.0,0.0,0.0,203,Will,Hughes,108413_2019/20
2021/22,108413,50,47,34,1050,0,2,4,16,0,0,0,6,0,0,2,164,159.0,143.0,60.0,36.3,0,0.0,0.0,0.0,0.0,203,Will,Hughes,108413_2021/22
2022/23,108413,50,48,41,822,1,1,1,11,0,0,0,4,0,0,3,152,190.4,107.4,78.0,37.4,7,0.34,0.63,0.97,13.05,203,Will,Hughes,108413_2022/23
2023/24,108413,50,49,61,1886,0,2,8,38,0,0,0,6,0,0,2,252,319.2,338.6,67.0,72.3,23,0.31,1.7,2.01,30.83,203,Will,Hughes,108413_2023/24
2022/23,249231,55,52,14,313,0,1,0,4,0,0,0,0,0,0,0,37,42.0,64.0,114.0,21.9,3,0.49,0.29,0.78,4.15,98,Keane,Lewis-Potter,249231_2022/23
2023/24,249231,50,47,73,1428,3,2,6,29,0,0,0,0,0,0,1,186,280.0,203.8,573.0,105.6,15,6.42,1.66,8.07,20.21,98,Keane,Lewis-Potter,249231_2023/24
2022/23,424044,45,45,14,425,0,0,2,8,0,0,0,0,0,0,0,60,84.0,218.5,36.0,33.8,5,1.04,1.15,2.19,9.94,67,Hamed,Traorè,424044_2022/23
2023/24,424044,50,47,3,44,0,0,0,1,0,0,0,0,0,0,0,10,12.8,14.8,30.0,5.7,0,0.17,0.01,0.18,0.84,67,Hamed,Traorè,424044_2023/24
2023/24,441240,50,50,4,37,0,0,0,1,0,0,0,1,0,0,0,9,5.0,2.5,13.0,1.8,0,0.15,0.03,0.18,0.14,66,Romain,Faivre,441240_2023/24
2021/22,446008,55,52,119,2905,4,7,9,47,0,0,0,4,0,0,6,310,459.8,520.6,967.0,193.7,0,0.0,0.0,0.0,0.0,99,Bryan,Mbeumo,446008_2021/22
2022/23,446008,60,57,150,2905,9,9,10,39,0,0,0,5,0,0,19,556,692.6,808.6,895.0,239.5,36,9.48,5.53,15.01,41.96,99,Bryan,Mbeumo,446008_2022/23
2023/24,446008,65,68,127,1957,9,7,5,31,0,0,0,2,0,0,12,364,554.2,572.1,576.0,170.1,22,9.7,5.67,15.37,28.31,99,Bryan,Mbeumo,446008_2023/24
2023/24,496221,50,50,50,1296,0,3,7,16,0,0,0,2,0,0,4,222,255.0,287.9,29.0,57.3,15,0.38,1.5,1.87,18.04,216,Adam,Wharton,496221_2023/24
2018/19,180135,45,45,26,686,1,1,3,9,0,0,0,2,0,0,1,117,130.4,71.8,106.0,30.9,0,0.0,0.0,0.0,0.0,410,Sean,Longstaff,180135_2018/19
2019/20,180135,50,50,44,1370,1,2,2,26,0,0,0,2,1,0,0,181,235.8,217.1,155.0,60.8,0,0.0,0.0,0.0,0.0,410,Sean,Longstaff,180135_2019/20
2020/21,180135,50,46,41,1405,0,1,2,26,0,0,0,2,0,0,1,168,179.2,182.8,148.0,50.8,0,0.0,0.0,0.0,0.0,410,Sean,Longstaff,180135_2020/21
2021/22,180135,45,43,48,1458,1,1,2,29,0,0,0,1,0,0,1,206,246.0,116.6,93.0,45.7,0,0.0,0.0,0.0,0.0,410,Sean,Longstaff,180135_2021/22
2022/23,180135,45,43,93,2514,1,5,13,18,0,0,0,2,0,0,2,347,385.2,372.0,408.0,116.8,28,3.3,2.57,5.87,27.57,410,Sean,Longstaff,180135_2022/23
2023/24,180135,50,48,110,2742,6,3,10,50,0,0,0,7,0,0,3,418,550.0,357.1,479.0,138.8,30,6.76,2.8,9.56,51.59,410,Sean,Longstaff,180135_2023/24
2021/22,514356,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,174,Roméo,Lavia,514356_2021/22
2022/23,514356,45,45,57,2219,1,1,4,50,0,0,0,9,0,0,0,317,347.6,247.5,46.0,64.5,26,0.42,0.62,1.04,41.72,174,Roméo,Lavia,514356_2022/23
2023/24,514356,50,49,1,32,0,0,0,0,0,0,0,0,0,0,0,2,3.6,1.9,0.0,0.6,0,0.0,0.01,0.01,0.33,174,Roméo,Lavia,514356_2023/24
2023/24,550839,50,50,82,2095,3,4,2,48,0,0,0,3,0,0,3,303,331.0,435.4,445.0,121.1,25,2.75,3.32,6.07,45.35,612,Wilson,Odobert,550839_2023/24
2023/24,518620,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,151,Ângelo Gabriel,Borges Damaceno,518620_2023/24
2022/23,465920,70,64,25,650,0,2,0,10,0,0,0,1,0,0,0,73,100.8,146.4,140.0,38.2,7,1.82,1.26,3.08,10.88,179,Mykhailo,Mudryk,465920_2022/23
2023/24,465920,65,63,94,1564,5,5,7,28,0,0,0,5,0,0,5,291,347.2,457.5,420.0,122.4,18,4.77,3.15,7.92,25.05,179,Mykhailo,Mudryk,465920_2023/24
2011/12,103955,50,46,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,186,Raheem,Sterling,103955_2011/12
2012/13,103955,45,46,82,1748,2,6,6,24,0,0,0,1,0,0,7,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,186,Raheem,Sterling,103955_2012/13
2013/14,103955,55,64,132,2219,9,7,6,31,0,0,0,3,0,0,7,125,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,186,Raheem,Sterling,103955_2013/14
2014/15,103955,85,83,158,3047,7,10,13,39,0,0,0,5,0,0,16,513,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,186,Raheem,Sterling,103955_2014/15
2015/16,103955,90,85,96,1920,6,3,7,30,0,0,0,1,0,0,3,324,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,186,Raheem,Sterling,103955_2015/16
2016/17,103955,80,75,149,2509,7,14,9,27,0,0,0,7,0,0,11,468,527.0,688.3,1170.0,237.7,0,0.0,0.0,0.0,0.0,186,Raheem,Sterling,103955_2016/17
2017/18,103955,80,91,229,2584,18,17,13,23,0,0,0,3,1,0,19,701,969.8,838.2,1488.0,329.7,0,0.0,0.0,0.0,0.0,186,Raheem,Sterling,103955_2017/18
2018/19,103955,110,117,234,2770,17,15,17,19,0,0,0,3,0,0,25,743,1060.0,937.4,1572.0,357.1,0,0.0,0.0,0.0,0.0,186,Raheem,Sterling,103955_2018/19
2019/20,103955,120,120,204,2651,20,6,13,31,0,0,2,5,0,0,20,642,921.6,751.3,1829.0,350.2,0,0.0,0.0,0.0,0.0,186,Raheem,Sterling,103955_2019/20
2020/21,103955,115,109,154,2534,10,9,14,23,0,0,1,4,0,0,10,458,663.4,584.1,1366.0,260.3,0,0.0,0.0,0.0,0.0,186,Raheem,Sterling,103955_2020/21
2021/22,103955,110,105,163,2121,13,7,13,17,0,0,1,1,0,0,15,468,730.8,613.2,1188.0,253.4,0,0.0,0.0,0.0,0.0,186,Raheem,Sterling,103955_2021/22
2022/23,103955,100,97,101,1886,6,4,5,27,0,0,0,4,0,0,9,274,399.6,495.4,647.0,153.9,23,6.21,3.22,9.43,27.83,186,Raheem,Sterling,103955_2022/23
2023/24,103955,70,68,123,1972,8,8,5,38,0,0,0,7,0,0,8,323,502.8,473.7,747.0,172.1,22,6.39,4.33,10.72,32.83,186,Raheem,Sterling,103955_2023/24
2015/16,80146,60,54,86,2349,7,0,4,51,0,0,0,6,1,0,13,329,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,192,Jordan,Ayew,80146_2015/16
2016/17,80146,50,50,39,867,1,4,5,7,0,0,0,1,0,0,2,122,141.0,122.5,219.0,47.9,0,0.0,0.0,0.0,0.0,192,Jordan,Ayew,80146_2016/17
2017/18,80146,50,54,108,2850,7,2,7,49,0,0,0,2,1,0,12,382,562.2,350.4,944.0,185.8,0,0.0,0.0,0.0,0.0,192,Jordan,Ayew,80146_2017/18
2018/19,80146,60,57,46,1176,1,3,5,13,0,0,0,3,0,0,2,114,140.2,207.3,421.0,76.7,0,0.0,0.0,0.0,0.0,192,Jordan,Ayew,80146_2018/19
2019/20,80146,50,51,132,3148,9,3,12,45,0,0,0,6,0,0,19,443,597.4,445.6,885.0,192.4,0,0.0,0.0,0.0,0.0,192,Jordan,Ayew,80146_2019/20
2020/21,80146,60,56,70,2086,1,4,6,42,0,0,0,4,0,0,2,216,278.6,238.6,451.0,96.6,0,0.0,0.0,0.0,0.0,192,Jordan,Ayew,80146_2020/21
2021/22,80146,60,58,77,2012,3,4,9,31,0,0,0,2,0,0,3,281,349.2,361.3,491.0,120.1,0,0.0,0.0,0.0,0.0,192,Jordan,Ayew,80146_2021/22
2022/23,80146,55,52,104,2708,4,3,8,41,0,0,0,5,0,0,4,332,494.4,468.2,439.0,140.3,31,3.13,2.52,5.65,41.13,192,Jordan,Ayew,80146_2022/23
2023/24,80146,55,53,109,2540,4,7,11,39,0,0,0,7,1,0,3,325,517.6,445.2,550.0,151.1,30,3.97,2.55,6.52,36.77,192,Jordan,Ayew,80146_2023/24
2022/23,244930,50,49,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.3,0.0,0.0,0,0.0,0.0,0.0,0.23,435,Alex,Mighten,244930_2022/23
2023/24,244930,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,435,Alex,Mighten,244930_2023/24
2020/21,488404,55,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,384,Facundo,Pellistri Rebollo,488404_2020/21
2022/23,488404,45,43,4,60,0,0,0,1,0,0,0,0,0,0,0,14,7.4,1.8,2.0,1.0,0,0.0,0.02,0.02,0.78,384,Facundo,Pellistri Rebollo,488404_2022/23
2023/24,488404,45,42,13,164,0,1,0,2,0,0,0,0,0,0,0,36,47.0,19.3,66.0,13.3,1,0.51,0.39,0.9,4.17,384,Facundo,Pellistri Rebollo,488404_2023/24
2022/23,449871,50,47,77,2486,1,3,9,37,0,0,0,9,0,0,2,300,358.2,316.6,287.0,96.0,29,2.95,1.66,4.61,47.89,233,Amadou,Onana,449871_2022/23
2023/24,449871,50,47,66,2085,2,0,5,38,0,0,0,5,0,0,5,304,354.0,282.7,254.0,89.5,23,2.22,1.39,3.61,36.94,233,Amadou,Onana,449871_2023/24
2020/21,481624,45,44,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.5,0.0,0.1,0,0.0,0.0,0.0,0.0,569,Jaden,Philogene,481624_2020/21
2021/22,481624,50,50,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,569,Jaden,Philogene,481624_2021/22
2022/23,481624,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,569,Jaden,Philogene,481624_2022/23
2023/24,481624,45,45,1,3,0,0,0,1,0,0,0,0,0,0,0,3,0.4,0.3,2.0,0.3,0,0.0,0.0,0.0,0.65,569,Jaden,Philogene,481624_2023/24
2021/22,204580,50,49,90,2295,4,0,9,37,0,0,0,3,0,0,8,343,460.6,331.1,400.0,119.0,0,0.0,0.0,0.0,0.0,94,Vitaly,Janelt,204580_2021/22
2022/23,204580,55,55,85,2201,3,1,8,28,0,0,0,3,0,0,5,357,411.2,258.8,243.0,91.3,24,2.33,1.56,3.89,29.68,94,Vitaly,Janelt,204580_2022/23
2023/24,204580,55,52,93,3054,1,4,9,52,0,0,0,8,0,0,1,466,503.4,562.5,285.0,135.3,37,1.82,3.44,5.26,47.65,94,Vitaly,Janelt,204580_2023/24
2022/23,224995,65,65,53,863,5,0,0,23,0,0,0,1,1,0,6,173,242.8,157.7,305.0,70.6,13,3.81,0.88,4.69,18.12,80,Luis,Sinisterra,224995_2022/23
2023/24,224995,55,55,43,685,2,2,1,18,0,0,0,0,0,0,2,149,221.4,251.4,343.0,81.7,7,2.62,1.03,3.65,11.39,80,Luis,Sinisterra,224995_2023/24
2018/19,166989,60,60,63,1087,3,5,3,14,0,0,0,2,0,0,6,267,299.0,269.7,249.0,81.8,0,0.0,0.0,0.0,0.0,57,Youri,Tielemans,166989_2018/19
2019/20,166989,65,61,117,2823,3,6,12,35,0,0,0,2,0,0,5,531,566.6,805.4,502.0,187.6,0,0.0,0.0,0.0,0.0,57,Youri,Tielemans,166989_2019/20
2020/21,166989,65,64,133,3356,6,4,11,50,0,0,0,6,0,0,11,633,840.4,788.2,462.0,209.1,0,0.0,0.0,0.0,0.0,57,Youri,Tielemans,166989_2020/21
2021/22,166989,65,64,120,2629,6,4,6,42,0,0,0,3,0,0,14,532,723.8,578.9,460.0,175.8,0,0.0,0.0,0.0,0.0,57,Youri,Tielemans,166989_2021/22
2022/23,166989,65,61,86,2341,3,3,6,49,0,0,1,4,0,0,6,461,541.8,486.9,191.0,122.1,27,2.5,2.99,5.49,45.82,57,Youri,Tielemans,166989_2022/23
2023/24,166989,60,56,77,1613,2,6,4,27,0,0,0,3,0,0,2,318,369.2,325.4,136.0,83.3,17,1.24,1.98,3.22,31.07,57,Youri,Tielemans,166989_2023/24
2022/23,226944,50,48,44,1773,0,1,3,30,0,0,0,4,0,0,0,235,288.2,124.7,43.0,45.7,21,0.15,0.92,1.07,33.05,42,Boubacar,Kamara,226944_2022/23
2023/24,226944,50,50,40,1653,0,1,7,22,0,0,0,7,1,0,1,247,256.2,292.7,44.0,59.1,20,0.13,1.39,1.52,24.68,42,Boubacar,Kamara,226944_2023/24
2023/24,499169,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,597,Myles,Lewis-Skelly,499169_2023/24
2021/22,207283,50,49,54,1590,0,1,3,30,0,0,0,0,0,0,2,246,253.2,540.6,198.0,99.3,0,0.0,0.0,0.0,0.0,95,Mathias,Jensen,207283_2021/22
2022/23,207283,50,48,132,2805,5,7,10,40,0,0,0,5,0,0,11,498,644.0,787.9,208.0,164.1,37,2.34,4.79,7.13,40.47,95,Mathias,Jensen,207283_2022/23
2023/24,207283,55,52,98,2201,3,4,9,45,0,0,0,5,0,0,10,422,481.2,689.3,135.0,130.4,27,0.71,4.89,5.6,36.36,95,Mathias,Jensen,207283_2023/24
2020/21,490094,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,226,Tim,Iroegbunam,490094_2020/21
2021/22,490094,45,45,4,90,0,0,1,0,0,0,0,1,0,0,0,17,10.6,2.0,4.0,1.7,0,0.0,0.0,0.0,0.0,226,Tim,Iroegbunam,490094_2021/22
2022/23,490094,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,226,Tim,Iroegbunam,490094_2022/23
2023/24,490094,45,44,10,157,0,0,0,7,0,0,0,0,0,0,0,29,18.6,4.0,0.0,2.1,1,0.0,0.0,0.0,4.95,226,Tim,Iroegbunam,490094_2023/24
2019/20,245923,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,540,Luke,Cundle,245923_2019/20
2020/21,245923,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,540,Luke,Cundle,245923_2020/21
2021/22,245923,45,44,7,179,0,0,1,1,0,0,0,0,0,0,0,32,17.0,32.0,2.0,5.1,0,0.0,0.0,0.0,0.0,540,Luke,Cundle,245923_2021/22
2022/23,245923,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,540,Luke,Cundle,245923_2022/23
2023/24,245923,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,540,Luke,Cundle,245923_2023/24
2018/19,179018,60,60,28,758,0,2,3,11,0,0,0,0,0,0,0,107,121.4,189.8,235.0,54.6,0,0.0,0.0,0.0,0.0,391,Miguel,Almirón Rejala,179018_2018/19
2019/20,179018,60,58,109,3020,4,2,12,48,0,0,0,5,0,0,5,356,481.6,450.2,750.0,168.0,0,0.0,0.0,0.0,0.0,391,Miguel,Almirón Rejala,179018_2019/20
2020/21,179018,60,56,97,2426,4,2,5,48,0,0,0,3,0,0,8,367,452.6,447.3,425.0,132.6,0,0.0,0.0,0.0,0.0,391,Miguel,Almirón Rejala,179018_2020/21
2021/22,179018,55,50,59,1706,1,0,6,32,0,0,0,2,0,0,0,228,227.2,240.9,347.0,81.8,0,0.0,0.0,0.0,0.0,391,Miguel,Almirón Rejala,179018_2021/22
2022/23,179018,50,54,158,2487,11,4,15,22,0,0,0,2,0,0,15,511,611.8,426.4,892.0,193.3,29,8.03,3.0,11.03,28.35,391,Miguel,Almirón Rejala,179018_2022/23
2023/24,179018,65,60,77,1930,3,1,5,40,0,0,0,2,0,0,4,277,299.8,369.7,434.0,110.1,23,4.57,2.39,6.96,38.15,391,Miguel,Almirón Rejala,179018_2023/24
2015/16,176297,45,47,55,855,5,2,6,7,0,0,0,0,0,0,8,184,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,385,Marcus,Rashford,176297_2015/16
2016/17,176297,70,64,76,1712,5,3,7,15,0,0,0,3,0,0,2,287,316.2,411.4,734.0,145.5,0,0.0,0.0,0.0,0.0,385,Marcus,Rashford,176297_2016/17
2017/18,176297,75,73,104,1799,7,5,10,16,0,0,0,3,0,0,11,387,470.8,412.1,838.0,171.7,0,0.0,0.0,0.0,0.0,385,Marcus,Rashford,176297_2017/18
2018/19,176297,70,73,128,2331,10,7,6,35,0,0,0,3,1,0,14,425,650.0,542.3,1064.0,224.6,0,0.0,0.0,0.0,0.0,385,Marcus,Rashford,176297_2018/19
2019/20,176297,85,89,177,2645,17,8,9,29,0,0,2,3,0,0,31,665,887.0,563.7,1265.0,271.7,0,0.0,0.0,0.0,0.0,385,Marcus,Rashford,176297_2019/20
2020/21,176297,95,96,174,2917,11,11,12,39,0,0,0,4,0,0,9,535,793.2,682.1,1127.0,260.3,0,0.0,0.0,0.0,0.0,385,Marcus,Rashford,176297_2020/21
2021/22,176297,95,94,63,1224,4,2,2,28,0,0,0,2,0,0,0,171,233.8,155.4,406.0,79.4,0,0.0,0.0,0.0,0.0,385,Marcus,Rashford,176297_2021/22
2022/23,176297,65,72,205,2880,17,7,13,39,0,0,0,2,0,0,21,530,892.2,462.5,1466.0,282.2,32,15.27,2.86,18.13,43.46,385,Marcus,Rashford,176297_2022/23
2023/24,176297,90,84,108,2264,7,3,7,37,0,0,0,2,0,0,0,330,453.2,358.6,672.0,148.3,26,7.13,2.8,9.93,48.29,385,Marcus,Rashford,176297_2023/24
2017/18,209046,45,45,2,27,0,0,0,1,0,0,0,0,0,0,0,11,8.8,1.7,27.0,3.8,0,0.0,0.0,0.0,0.0,434,Callum,Hudson-Odoi,209046_2017/18
2018/19,209046,45,42,18,388,0,1,2,5,0,0,0,0,0,0,1,83,89.2,143.2,133.0,36.2,0,0.0,0.0,0.0,0.0,434,Callum,Hudson-Odoi,209046_2018/19
2019/20,209046,60,51,53,849,1,5,2,14,0,0,0,1,0,0,3,197,235.2,341.4,325.0,89.9,0,0.0,0.0,0.0,0.0,434,Callum,Hudson-Odoi,209046_2019/20
2020/21,209046,60,57,59,1050,2,3,6,5,0,0,0,0,0,0,2,239,291.8,471.5,336.0,109.9,0,0.0,0.0,0.0,0.0,434,Callum,Hudson-Odoi,209046_2020/21
2021/22,209046,55,53,49,958,1,4,6,8,0,0,0,1,0,0,1,163,175.4,326.9,326.0,82.7,0,0.0,0.0,0.0,0.0,434,Callum,Hudson-Odoi,209046_2021/22
2022/23,209046,55,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,434,Callum,Hudson-Odoi,209046_2022/23
2023/24,209046,50,47,109,1846,8,2,2,41,0,0,0,0,0,0,14,371,489.0,514.2,444.0,145.0,20,2.65,2.02,4.67,28.38,434,Callum,Hudson-Odoi,209046_2023/24
2017/18,200089,45,45,3,81,0,0,0,2,0,0,0,0,0,0,0,8,8.2,5.8,4.0,1.8,0,0.0,0.0,0.0,0.0,420,Joe,Willock,200089_2017/18
2018/19,200089,45,45,4,63,0,0,1,1,0,0,0,0,0,0,0,4,1.0,2.5,23.0,2.7,0,0.0,0.0,0.0,0.0,420,Joe,Willock,200089_2018/19
2019/20,200089,50,47,41,838,1,1,1,16,0,0,0,2,0,0,0,150,176.8,165.9,212.0,55.2,0,0.0,0.0,0.0,0.0,420,Joe,Willock,200089_2019/20
2020/21,200089,50,49,79,1210,8,0,4,18,0,0,1,1,0,0,5,254,436.6,137.2,401.0,97.3,0,0.0,0.0,0.0,0.0,420,Joe,Willock,200089_2020/21
2021/22,200089,60,53,79,2037,2,3,6,37,0,0,0,0,0,0,3,248,320.4,243.2,449.0,101.3,0,0.0,0.0,0.0,0.0,420,Joe,Willock,200089_2021/22
2022/23,200089,50,47,123,2556,3,7,12,26,0,0,0,1,0,0,11,415,520.8,547.0,680.0,174.9,31,7.3,4.29,11.59,29.62,420,Joe,Willock,200089_2022/23
2023/24,200089,55,53,18,415,1,0,1,9,0,0,0,0,0,0,0,60,89.8,92.5,106.0,28.8,5,0.88,0.57,1.45,8.03,420,Joe,Willock,200089_2023/24
2023/24,248875,65,64,98,1585,3,10,1,19,0,0,0,3,0,0,13,391,524.2,640.2,875.0,203.9,18,2.57,5.85,8.42,16.21,346,Jérémy,Doku,248875_2023/24
2022/23,438464,50,50,74,2770,0,3,7,41,0,0,0,8,1,0,3,411,475.0,353.7,167.0,99.8,34,1.45,1.22,2.67,40.18,193,Cheick,Doucouré,438464_2022/23
2023/24,438464,50,48,21,920,0,0,3,12,0,0,0,2,0,0,0,141,165.8,138.5,36.0,34.2,11,0.28,0.76,1.04,13.76,193,Cheick,Doucouré,438464_2023/24
2022/23,532605,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,150,Andrey,Nascimento dos Santos,532605_2022/23
2023/24,532605,45,42,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.5,3.0,0.2,0,0.06,0.0,0.06,0.02,150,Andrey,Nascimento dos Santos,532605_2023/24
