,id,first_name,second_name,team,element_type,code,element_code,season,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded
61,185,Robert,Sánchez,6,1,215059,215059,2023,45,45,59,1433,0,0,3,25,0,1,0,2,0,53,7,317,450.6,0.1,0,45.2,16,0.0,0.0,0.0,23.72
62,201,Dean,Henderson,7,1,172649,172649,2019,45,52,160,3240,0,1,13,33,0,1,0,2,0,97,16,688,718.8,10.0,18,74.8,0,0.0,0.0,0.0,0.0
63,201,Dean,Henderson,7,1,172649,172649,2020,55,52,44,1125,0,0,4,12,0,0,0,3,0,40,1,218,275.4,0.0,0,27.5,0,0.0,0.0,0.0,0.0
64,201,Dean,Henderson,7,1,172649,172649,2021,50,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
65,201,Dean,Henderson,7,1,172649,172649,2022,45,46,82,1620,0,0,6,31,0,2,0,2,0,54,12,367,474.4,0.0,0,47.5,18,0.0,0.01,0.01,26.97
66,201,Dean,Henderson,7,1,172649,172649,2023,45,44,48,1620,0,0,4,30,2,0,0,2,0,58,2,293,434.8,0.0,0,43.7,18,0.0,0.01,0.01,26.47
67,209,Remi,Matthews,7,1,169593,169593,2021,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
68,209,Remi,Matthews,7,1,169593,169593,2022,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
69,209,Remi,Matthews,7,1,169593,169593,2023,40,39,1,3,0,0,0,1,0,0,0,0,0,0,0,3,1.0,0.0,0,0.1,0,0.0,0.0,0.0,0.07
70,445,Matt,Turner,7,1,224068,224068,2022,40,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
71,445,Matt,Turner,7,1,224068,224068,2023,40,37,41,1530,0,0,2,28,0,0,0,2,0,55,0,278,379.6,0.0,0,37.9,17,0.0,0.0,0.0,25.43
72,227,João,Neves Virgínia,8,1,222627,222627,2019,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
73,227,João,Neves Virgínia,8,1,222627,222627,2020,45,43,2,47,0,0,0,0,0,0,0,0,0,3,0,10,25.0,0.0,0,2.5,0,0.0,0.0,0.0,0.0
74,227,João,Neves Virgínia,8,1,222627,222627,2021,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
75,227,João,Neves Virgínia,8,1,222627,222627,2023,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
76,235,Jordan,Pickford,8,1,111234,111234,2013,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
77,235,Jordan,Pickford,8,1,111234,111234,2014,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
78,235,Jordan,Pickford,8,1,111234,111234,2015,40,39,4,180,0,0,0,6,0,0,0,0,0,11,0,41,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
79,235,Jordan,Pickford,8,1,111234,111234,2016,40,42,102,2610,0,0,4,50,0,0,0,0,0,135,9,608,933.0,40.0,0,97.4,0,0.0,0.0,0.0,0.0
80,235,Jordan,Pickford,8,1,111234,111234,2017,50,49,145,3420,0,0,10,58,0,1,0,0,0,121,16,724,873.6,30.1,4,90.7,0,0.0,0.0,0.0,0.0
81,235,Jordan,Pickford,8,1,111234,111234,2018,50,49,161,3420,0,0,14,46,0,3,0,1,0,94,13,706,776.4,10.0,0,78.5,0,0.0,0.0,0.0,0.0
82,235,Jordan,Pickford,8,1,111234,111234,2019,55,52,117,3420,0,0,9,56,0,0,0,2,0,94,5,626,755.6,13.0,0,76.7,0,0.0,0.0,0.0,0.0
83,235,Jordan,Pickford,8,1,111234,111234,2020,50,48,114,2742,0,0,10,39,0,0,0,1,0,89,8,570,698.4,10.1,0,70.9,0,0.0,0.0,0.0,0.0
84,235,Jordan,Pickford,8,1,111234,111234,2021,50,48,116,3150,0,0,7,58,0,0,0,2,0,117,12,624,863.2,43.0,0,90.5,0,0.0,0.0,0.0,0.0
85,235,Jordan,Pickford,8,1,111234,111234,2022,45,44,124,3330,0,1,8,57,0,1,0,6,0,124,10,666,997.8,23.0,0,102.0,37,0.0,0.35,0.35,66.41
86,235,Jordan,Pickford,8,1,111234,111234,2023,45,48,153,3420,0,0,13,51,1,0,0,5,0,121,22,734,969.2,43.4,0,101.3,38,0.0,0.46,0.46,56.01
87,624,Asmir,Begovic,8,1,40349,40349,2007,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
88,624,Asmir,Begovic,8,1,40349,40349,2008,40,40,8,180,0,0,0,2,0,0,0,0,0,12,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
89,624,Asmir,Begovic,8,1,40349,40349,2009,40,40,41,1062,0,0,0,23,0,0,0,0,0,41,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
90,624,Asmir,Begovic,8,1,40349,40349,2010,45,44,108,2520,0,0,8,32,0,1,0,3,0,97,5,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
91,624,Asmir,Begovic,8,1,40349,40349,2011,50,45,87,1998,0,0,6,31,0,0,0,0,0,84,5,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
92,624,Asmir,Begovic,8,1,40349,40349,2012,45,56,144,3420,0,0,12,45,0,0,0,3,0,117,8,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
93,624,Asmir,Begovic,8,1,40349,40349,2013,55,54,136,2880,1,0,9,36,0,1,0,1,0,104,9,161,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
94,624,Asmir,Begovic,8,1,40349,40349,2014,50,48,106,3150,0,0,7,43,0,0,0,3,0,87,3,482,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
95,624,Asmir,Begovic,8,1,40349,40349,2015,50,46,55,1399,0,0,4,24,0,0,0,0,0,55,1,293,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
96,624,Asmir,Begovic,8,1,40349,40349,2016,50,46,2,180,0,0,0,5,0,0,0,0,0,1,0,17,13.2,0.0,0,1.3,0,0.0,0.0,0.0,0.0
97,624,Asmir,Begovic,8,1,40349,40349,2017,45,45,112,3420,0,0,6,61,0,1,0,2,0,111,6,631,790.8,20.0,0,80.8,0,0.0,0.0,0.0,0.0
98,624,Asmir,Begovic,8,1,40349,40349,2018,45,43,63,2160,0,0,5,47,0,0,0,0,0,59,4,363,440.6,0.0,0,44.2,0,0.0,0.0,0.0,0.0
99,624,Asmir,Begovic,8,1,40349,40349,2019,45,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
100,624,Asmir,Begovic,8,1,40349,40349,2021,40,40,13,270,0,0,1,8,0,0,0,0,0,11,3,61,81.8,0.0,0,8.2,0,0.0,0.0,0.0,0.0
101,624,Asmir,Begovic,8,1,40349,40349,2022,40,38,9,90,0,0,1,0,0,0,0,0,0,4,2,30,36.0,0.0,0,3.6,1,0.0,0.0,0.0,1.04
102,242,Steven,Benda,9,1,428971,428971,2023,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
103,248,Bernd,Leno,9,1,80201,80201,2018,50,49,106,2835,0,0,6,42,0,0,0,0,0,105,5,568,807.2,0.0,0,80.5,0,0.0,0.0,0.0,0.0
104,248,Bernd,Leno,9,1,80201,80201,2019,50,48,114,2649,0,0,7,39,0,1,0,2,0,113,10,591,843.2,0.0,0,84.1,0,0.0,0.0,0.0,0.0
105,248,Bernd,Leno,9,1,80201,80201,2020,50,50,131,3131,0,0,11,37,1,1,0,0,1,86,11,625,702.2,0.0,2,70.3,0,0.0,0.0,0.0,0.0
106,248,Bernd,Leno,9,1,80201,80201,2021,50,45,10,360,0,0,1,9,0,0,0,0,0,10,0,69,85.0,0.0,0,8.5,0,0.0,0.0,0.0,0.0
