chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id_x,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,position,value_for_money,scaled_cost,scaled_points,id_y,position,id,team_name
0.0,0.0,208912,0,0,0,0,0,2,0.0,0.0,0,Joe,0.0,448,False,Transferred to Burnley,2024-08-26T10:09:19.430328Z,4.5,208912.jpg,,Worrall,0.0,False,,u,16,17,0,71,0,3162,627,0.0,0.0,Worrall,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,483,193,479,193,441,180,489,194,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,388,70,490,192,490,192,535,184,0.0,0.0,2,0.0,0.04464285714285715,0.046511627906976744,2,Defender,16,Nott'm Forest
100.0,75.0,204968,0,0,0,0,0,3,2.5,2.2,1,Ryan,3.0,449,False,,2024-08-30T04:00:05.695621Z,5.0,204968.jpg,0.06870229007633588,Yates,0.2,False,,a,16,17,9,24114,443,18480,3668,0.6,1.8,Yates,131,0,1,0,1,0,0,0,0,0,0,2,41,24.4,38.6,47.0,11.0,0,0.26,0.05,0.31,1.06,210,91,84,65,55,32,100,63,,,,,,,0.18,0.0,0.03,0.21,0.73,0.69,214,136,96,45,105,47,335,114,0.0,0.0,3,1.8,0.0892857142857143,0.2558139534883721,3,Midfielder,16,Nott'm Forest
,,101178,0,0,-1,1,0,3,-0.2,0.3,0,James,0.3,531,False,,,6.4,101178.jpg,0.0625,Ward-Prowse,1.1,False,,a,16,17,1,7601,1961,88412,13752,0.0,0.2,Ward-Prowse,16,0,0,0,1,0,0,0,0,0,0,0,3,3.4,1.4,0.0,0.5,0,0.0,0.0,0.0,0.27,325,161,297,169,642,292,339,169,,,,,,,0.0,0.0,0.0,0.0,1.52,5.62,54,34,367,188,344,178,186,61,0.0,0.0,3,0.15625,0.21428571428571436,0.06976744186046512,3,Midfielder,16,Nott'm Forest
,,227444,0,0,0,0,0,2,2.2,2.7,2,Nikola,2.7,573,False,,,4.5,227444.jpg,0.044444444444444446,Milenković,0.2,False,,a,16,17,8,6521,1383,5829,1410,0.6,1.8,Milenković,180,0,0,1,1,0,0,0,0,0,0,0,26,19.8,21.1,21.0,6.2,2,0.98,0.02,1.0,0.88,224,82,145,37,129,24,201,68,,,,,,,0.49,0.0,0.01,0.5,0.44,0.5,402,81,113,34,62,17,343,123,1.0,0.5,2,1.7777777777777777,0.04464285714285715,0.23255813953488372,2,Defender,16,Nott'm Forest
,,510500,0,0,0,0,0,3,0.2,0.7,1,João Pedro,0.7,596,False,,,6.0,510500.jpg,1.0,Ferreira Silva,0.1,False,,a,16,17,2,3102,569,7304,1083,0.1,0.3,Jota Silva,2,0,0,0,0,0,0,0,0,0,0,0,4,3.2,0.0,0.0,0.3,0,0.0,0.0,0.0,0.01,331,164,643,293,639,290,352,180,,,,,,,0.0,0.0,0.0,0.0,0.45,0.0,87,56,305,158,342,176,444,159,0.0,0.0,3,0.3333333333333333,0.17857142857142855,0.09302325581395349,3,Midfielder,16,Nott'm Forest
,,502222,0,0,0,0,0,3,0.0,0.5,1,Ramón,0.5,620,False,,,5.5,502222.jpg,0.1,Sosa,0.0,False,,a,16,17,1,428,136,308,142,0.1,0.2,Sosa,10,0,0,0,0,0,0,0,0,0,0,0,5,6.2,20.8,7.0,3.4,0,0.09,0.06,0.15,0.03,300,148,148,98,208,120,258,127,,,,,,,0.81,0.0,0.54,1.35,0.27,0.0,132,78,315,164,333,170,595,262,0.0,0.0,3,0.18181818181818182,0.13392857142857145,0.06976744186046512,3,Midfielder,16,Nott'm Forest
,,485047,0,0,0,0,0,2,1.5,2.0,0,Felipe,0.0,653,False,,,4.5,485047.jpg,,Rodrigues da Silva,0.0,False,,a,16,17,0,40,40,6,6,0.0,0.0,Morato,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,513,202,511,203,480,194,519,203,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,451,107,520,201,520,201,648,212,0.0,0.0,2,0.0,0.04464285714285715,0.046511627906976744,2,Defender,16,Nott'm Forest
,,225321,0,0,-1,1,0,1,0.2,0.2,2,Aaron,0.7,14,False,,,4.4,225321.jpg,0.022222222222222223,Ramsdale,1.5,False,,a,17,20,2,92893,49209,40756,12050,0.2,0.5,Ramsdale,90,0,0,0,3,0,0,0,0,0,4,0,5,27.8,0.0,0.0,2.8,1,0.0,0.0,0.0,2.78,202,25,442,38,396,35,276,24,,,,,,,0.0,4.0,0.0,0.0,2.78,3.0,549,33,273,23,151,19,165,24,1.0,0.0,1,0.45454545454545453,0.035714285714285754,0.09302325581395349,1,Goalkeeper,17,Southampton
,,433979,0,0,0,0,0,4,0.5,0.5,1,Cameron,1.0,27,False,,,5.0,433979.jpg,0.036585365853658534,Archer,1.6,False,,a,17,20,3,83175,32039,60602,18721,0.2,0.6,Archer,82,0,0,0,2,0,0,0,0,0,0,0,11,5.4,1.1,22.0,2.9,0,0.19,0.02,0.21,2.12,305,24,303,32,125,25,274,27,,,,,,,0.21,0.0,0.02,0.23,2.33,2.2,240,49,247,23,307,27,163,25,0.0,0.0,4,0.6,0.0892857142857143,0.11627906976744186,4,Forward,17,Southampton
,,503714,0,0,0,0,0,3,-0.5,-0.5,0,Lesley,0.0,188,False,,,4.5,503714.jpg,,Ugochukwu,0.4,False,,a,17,20,0,17703,5531,13428,3614,0.0,0.0,Ugochukwu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,530,219,529,224,499,206,536,224,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,475,271,537,226,537,226,285,91,0.0,0.0,3,0.0,0.04464285714285715,0.046511627906976744,3,Midfielder,17,Southampton
,,90105,0,0,-1,1,0,3,-0.5,-0.5,0,Ryan,0.0,397,False,,,4.9,90105.jpg,,Fraser,0.0,False,,a,17,20,0,748,273,1516,284,0.0,0.0,Fraser,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,564,247,561,250,537,236,569,251,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,285,186,569,252,569,252,555,233,0.0,0.0,3,0.0,0.0803571428571429,0.046511627906976744,3,Midfielder,17,Southampton
0.0,0.0,502697,0,0,-1,1,0,3,0.0,0.0,0,Carlos,0.3,450,False,Permanent transfer to Flamengo,2024-08-30T09:48:28.633540Z,4.9,502697.jpg,0.1111111111111111,Alcaraz Durán,0.1,False,,u,17,20,1,1072,0,6295,1759,0.1,0.2,Alcaraz,9,0,0,0,0,0,0,0,0,0,0,0,4,8.4,15.9,19.0,4.3,0,0.07,0.03,0.1,0.0,291,142,169,110,138,85,242,117,,,,,2.0,,0.7,0.0,0.3,1.0,0.0,0.0,335,222,349,179,301,149,501,194,0.0,0.0,3,0.2040816326530612,0.0803571428571429,0.06976744186046512,3,Midfielder,17,Southampton
,,499724,0,0,0,0,0,3,-0.2,-0.2,0,Samuel,0.3,451,False,,,4.5,499724.jpg,0.1111111111111111,Amo-Ameyaw,0.1,False,,a,17,20,1,6092,1746,4729,1259,0.1,0.2,Amo-Ameyaw,9,0,0,0,0,0,0,0,0,0,0,0,4,4.0,15.0,6.0,2.5,0,0.02,0.13,0.15,0.0,313,155,182,116,216,121,286,141,,,,,,,0.2,0.0,1.3,1.5,0.0,0.0,474,270,336,167,272,126,411,146,0.0,0.0,3,0.2222222222222222,0.04464285714285715,0.06976744186046512,3,Midfielder,17,Southampton
,,193204,0,0,0,0,0,3,1.5,1.5,2,Joe,2.0,452,False,,,5.0,193204.jpg,0.02666666666666667,Aribo,0.1,False,,a,17,20,6,2355,370,2353,516,0.4,1.2,Aribo,225,0,0,0,5,0,0,0,0,0,0,0,37,26.2,50.3,26.0,10.3,3,0.53,0.49,1.02,5.1,204,86,59,48,115,72,108,69,,,,,,,0.21,0.0,0.2,0.41,2.04,2.0,205,130,149,71,164,79,490,186,1.2,0.0,3,1.2,0.0892857142857143,0.18604651162790697,3,Midfielder,17,Southampton
,,155511,0,0,0,0,0,4,0.8,0.8,1,Adam,1.3,453,False,,,5.5,155511.jpg,0.01951219512195122,Armstrong,1.4,False,,a,17,20,4,59498,4343,83849,25949,0.2,0.7,Armstrong,205,0,0,0,3,0,0,0,1,0,0,0,6,10.0,16.7,54.0,8.0,3,0.78,0.14,0.92,3.36,276,21,161,15,47,16,149,20,,,,,1.0,,0.34,0.0,0.06,0.4,1.48,1.32,112,33,217,22,238,24,172,28,1.32,0.0,4,0.7272727272727273,0.13392857142857145,0.13953488372093023,4,Forward,17,Southampton
0.0,0.0,456350,-1,1,-1,1,0,1,0.0,0.0,0,Gavin,0.0,454,False,Achilles injury - Expected back 15 Feb,2024-08-23T09:30:06.171400Z,4.4,456350.jpg,,Bazunu,0.2,False,,i,17,20,0,742,92,13266,2077,0.0,0.0,Bazunu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,461,60,448,41,402,38,467,60,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,556,36,468,60,468,60,370,55,0.0,0.0,1,0.0,0.035714285714285754,0.046511627906976744,1,Goalkeeper,17,Southampton
,,171771,0,0,0,0,0,2,0.8,0.8,1,Jan,1.3,455,False,,,4.0,171771.jpg,0.015384615384615385,Bednarek,3.0,False,,a,17,20,4,212901,49538,56591,16147,0.3,1.0,Bednarek,260,0,0,0,5,0,0,0,1,0,0,0,25,63.0,28.7,4.0,9.5,3,0.0,0.06,0.06,5.48,58,13,122,27,235,68,118,26,,,,,,,0.0,0.0,0.02,0.02,1.9,1.73,590,167,192,54,216,60,104,40,1.04,0.0,2,1.0,0.0,0.13953488372093023,2,Defender,17,Southampton
,,477386,0,0,0,0,0,2,-0.5,-0.5,0,Armel,0.0,456,False,,,4.0,477386.jpg,,Bella-Kotchap,0.3,False,,a,17,20,0,4209,1038,7797,1711,0.0,0.0,Bella-Kotchap,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,410,141,394,141,342,117,416,142,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,630,192,416,139,416,139,305,113,0.0,0.0,2,0.0,0.0,0.046511627906976744,2,Defender,17,Southampton
,,184386,0,0,0,0,0,2,-0.5,-0.5,0,James,0.0,457,False,,,4.0,184386.jpg,,Bree,0.2,False,,a,17,20,0,2343,632,3907,777,0.0,0.0,Bree,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,379,124,363,124,309,98,385,125,3.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,593,169,386,123,386,123,391,145,0.0,0.0,2,0.0,0.0,0.046511627906976744,2,Defender,17,Southampton
0.0,0.0,463210,0,0,0,0,0,3,0.0,0.0,0,Shea,0.0,458,False,Has joined Sheffield Wednesday on a season-long loan,2024-08-29T11:10:39.600629Z,4.5,463210.jpg,,Charles,0.1,False,,u,17,20,0,1091,0,3683,1074,0.0,0.0,Charles,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,507,200,505,205,472,187,513,205,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,441,248,514,207,514,207,487,185,0.0,0.0,3,0.0,0.04464285714285715,0.046511627906976744,3,Midfielder,17,Southampton
,,490503,0,0,-1,1,0,3,-0.2,-0.2,0,Samuel,0.3,459,False,,,4.9,490503.jpg,0.015625,Edozie,0.0,False,,a,17,20,1,441,137,1058,208,0.1,0.2,Edozie,64,0,0,0,0,0,0,0,1,0,0,0,6,9.8,19.0,22.0,5.1,0,0.0,0.15,0.15,0.31,278,131,153,102,124,79,219,110,,,,,,,0.0,0.0,0.21,0.21,0.44,0.0,332,220,348,178,362,187,575,248,0.0,0.0,3,0.2040816326530612,0.0803571428571429,0.06976744186046512,3,Midfielder,17,Southampton
,,500926,0,0,0,0,0,2,-0.5,-0.5,0,Ronnie,0.0,460,False,,,4.0,500926.jpg,,Edwards,0.2,False,,a,17,20,0,2362,609,4233,930,0.0,0.0,Edwards,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,415,144,399,144,348,121,421,145,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,636,196,422,143,422,143,376,137,0.0,0.0,2,0.0,0.0,0.046511627906976744,2,Defender,17,Southampton
,,245719,0,0,0,0,0,2,0.5,0.5,0,Taylor,1.0,461,False,,,4.0,245719.jpg,0.013636363636363636,Harwood-Bellis,11.1,False,,a,17,20,3,288185,46122,168557,59153,0.2,0.8,Harwood-Bellis,220,0,0,0,3,0,0,0,2,0,0,0,10,44.0,33.5,6.0,8.4,3,0.0,0.07,0.07,3.72,124,50,100,18,211,60,136,32,,,,,,,0.0,0.0,0.03,0.03,1.52,1.23,612,183,222,68,248,78,39,14,1.23,0.0,2,0.75,0.0,0.11627906976744186,2,Defender,17,Southampton
50.0,50.0,504783,0,0,0,0,0,3,-0.2,-0.2,0,Kamaldeen,0.0,462,False,Ankle injury - 50% chance of playing,2024-08-05T15:00:04.500770Z,5.0,504783.jpg,,Sulemana,0.0,False,,d,17,20,0,130,22,352,52,0.0,0.0,Kamaldeen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,611,275,612,278,597,269,616,279,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,264,169,612,278,612,278,635,286,0.0,0.0,3,0.0,0.0892857142857143,0.046511627906976744,3,Midfielder,17,Southampton
100.0,100.0,39155,0,0,0,0,0,3,0.8,0.8,4,Adam,1.3,463,False,,2024-08-15T14:30:06.184270Z,5.0,39155.jpg,0.5,Lallana,0.0,False,,a,17,20,4,442,308,1795,146,0.3,0.8,Lallana,8,0,1,0,0,0,0,0,0,0,0,0,11,17.6,11.4,9.0,3.8,0,0.07,0.06,0.13,0.19,232,102,219,134,183,106,250,121,,,,,,,0.79,0.0,0.68,1.47,2.14,0.0,186,119,208,105,65,32,577,250,0.0,0.0,3,0.8,0.0892857142857143,0.13953488372093023,3,Midfielder,17,Southampton
100.0,100.0,515571,0,0,0,0,0,2,-0.5,-0.5,0,Juan,0.0,464,False,,2024-08-16T11:00:06.405628Z,4.0,515571.jpg,,Larios López,0.1,False,,a,17,20,0,773,369,2830,262,0.0,0.0,Larios,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,421,149,405,149,354,126,427,150,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,643,202,428,148,428,148,482,175,0.0,0.0,2,0.0,0.0,0.046511627906976744,2,Defender,17,Southampton
0.0,0.0,200428,0,0,0,0,0,1,0.0,0.0,0,Mateusz,0.0,465,False,Transferred to Göztepe,2024-08-23T12:38:57.742902Z,4.0,200428.jpg,,Lis,0.2,False,,u,17,20,0,888,0,6767,1768,0.0,0.0,Lis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,384,38,368,16,314,13,390,38,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,598,52,390,38,390,38,364,54,0.0,0.0,1,0.0,0.0,0.046511627906976744,1,Goalkeeper,17,Southampton
,,167888,0,0,0,0,0,1,-0.5,-0.5,0,Joe,0.0,466,False,,,4.0,167888.jpg,,Lumley,0.3,False,,a,17,20,0,5317,1072,4090,1296,0.0,0.0,Lumley,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,375,35,359,13,305,10,381,35,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,587,49,382,35,382,35,308,44,0.0,0.0,1,0.0,0.0,0.046511627906976744,1,Goalkeeper,17,Southampton
,,204863,0,0,-1,1,0,2,-0.5,-0.5,0,Ryan,0.0,467,False,,,4.4,204863.jpg,,Manning,0.1,False,,a,17,20,0,372,96,2451,436,0.0,0.0,Manning,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,451,175,436,175,390,157,457,176,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,542,138,458,174,458,174,479,174,0.0,0.0,2,0.0,0.035714285714285754,0.046511627906976744,2,Defender,17,Southampton
0.0,0.0,476888,0,0,0,0,0,4,0.0,0.0,0,Sékou,0.0,468,False,Transferred to Strasbourg,2024-08-26T10:17:11.280625Z,5.0,476888.jpg,,Mara,0.1,False,,u,17,20,0,782,0,5163,981,0.0,0.0,Mara,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,606,54,608,55,591,52,611,54,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,252,52,609,55,609,55,505,66,0.0,0.0,4,0.0,0.0892857142857143,0.046511627906976744,4,Forward,17,Southampton
,,58376,0,0,0,0,0,1,1.5,1.5,0,Alex,2.0,469,False,,,4.5,58376.jpg,0.03333333333333333,McCarthy,0.2,False,,a,17,20,6,9776,603,7125,2252,0.4,1.3,McCarthy,180,0,0,0,2,0,0,0,0,0,7,0,21,52.0,0.0,0.0,5.2,2,0.0,0.0,0.0,2.7,96,13,459,47,416,44,215,13,,,,,,,0.0,3.5,0.0,0.0,1.35,1.0,349,13,141,15,97,11,341,52,1.0,0.0,1,1.3333333333333333,0.04464285714285715,0.18604651162790697,1,Goalkeeper,17,Southampton
,,147611,0,0,0,0,0,4,-0.5,-0.5,0,Paul,0.0,470,False,,,5.0,147611.jpg,,Onuachu,0.1,False,,a,17,20,0,3087,1249,5020,1123,0.0,0.0,Onuachu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,590,50,589,51,568,48,595,50,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,196,46,593,51,593,51,439,62,0.0,0.0,4,0.0,0.0892857142857143,0.046511627906976744,4,Forward,17,Southampton
,,214466,0,0,0,0,0,3,1.2,1.2,1,Will,1.7,471,False,,,5.0,214466.jpg,0.022935779816513763,Smallbone,0.1,False,,a,17,20,5,1048,110,1891,466,0.3,1.0,Smallbone,218,0,0,0,3,0,0,0,0,0,0,0,28,20.6,56.9,32.0,10.9,3,0.31,0.54,0.85,3.67,220,98,43,38,94,56,101,64,2.0,,1.0,,,,0.13,0.0,0.22,0.35,1.52,1.24,220,140,178,90,191,95,513,204,1.24,0.0,3,1.0,0.0892857142857143,0.16279069767441862,3,Midfielder,17,Southampton
,,88900,0,0,0,0,0,2,0.8,0.8,1,Jack,1.3,472,False,,,4.0,88900.jpg,0.014814814814814815,Stephens,0.9,False,,a,17,20,4,63927,22579,16858,5778,0.3,1.0,Stephens,270,0,0,0,5,0,0,0,1,0,0,0,9,28.6,25.5,11.0,6.5,3,0.23,0.09,0.32,5.48,198,76,130,30,170,40,187,60,,,,,,,0.08,0.0,0.03,0.11,1.83,1.67,575,157,191,53,215,59,202,74,1.0,0.0,2,1.0,0.0,0.13953488372093023,2,Defender,17,Southampton
50.0,50.0,230348,0,0,0,0,0,4,-0.2,-0.2,0,Ross,0.0,473,False,Lack of match fitness - 50% chance of playing,2024-08-15T14:30:06.197749Z,4.5,230348.jpg,,Stewart,0.6,False,,d,17,20,0,21405,12689,23548,6531,0.0,0.0,Stewart,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,486,39,483,40,447,37,492,39,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,405,65,493,40,493,40,223,39,0.0,0.0,4,0.0,0.04464285714285715,0.046511627906976744,4,Forward,17,Southampton
,,219279,0,0,0,0,1,2,2.8,2.8,7,Sugawara,3.3,474,False,,,4.5,219279.jpg,0.04854368932038835,Yukinari,0.2,False,,a,17,20,10,7458,6009,4133,1447,0.7,2.2,Sugawara,206,1,0,0,5,0,0,0,0,0,0,0,40,82.4,53.0,30.0,16.5,3,0.2,0.62,0.82,5.17,29,7,49,5,101,18,45,5,,,,,,,0.09,0.0,0.27,0.36,2.26,2.18,395,75,75,23,84,25,354,127,1.31,0.0,2,2.2222222222222223,0.04464285714285715,0.27906976744186046,2,Defender,17,Southampton
,,103914,0,0,0,0,0,2,-0.2,-0.2,0,Charlie,0.3,475,False,,,4.0,103914.jpg,0.07142857142857142,Taylor,4.8,False,,a,17,20,1,39087,10451,101918,26071,0.1,0.2,Taylor,14,0,0,0,0,0,0,0,0,0,0,0,3,0.8,1.6,2.0,0.4,0,0.0,0.01,0.01,0.19,349,114,292,94,256,81,340,111,,,,,,,0.0,0.0,0.06,0.06,1.22,0.0,579,160,318,96,244,74,79,29,0.0,0.0,2,0.25,0.0,0.06976744186046512,2,Defender,17,Southampton
,,158534,0,0,0,0,0,2,1.2,1.2,1,Kyle,1.7,476,False,,,4.5,158534.jpg,0.019230769230769232,Walker-Peters,0.5,False,,a,17,20,5,8642,1016,10175,2719,0.4,1.1,Walker-Peters,260,0,0,0,5,0,0,0,0,0,0,0,29,36.8,31.8,49.0,11.8,3,0.2,0.14,0.34,5.48,162,64,106,22,53,4,85,15,,,,,,,0.07,0.0,0.05,0.12,1.9,1.73,376,61,165,48,180,50,257,91,1.04,0.0,2,1.1111111111111112,0.04464285714285715,0.16279069767441862,2,Defender,17,Southampton
,,244845,0,0,0,0,0,2,-0.5,-0.5,0,Nathan,0.0,477,False,,,4.0,244845.jpg,,Wood-Gordon,1.5,False,,a,17,20,0,40778,13156,28200,7211,0.0,0.0,Wood,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,395,135,379,135,326,110,401,136,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,611,182,400,132,400,132,168,64,0.0,0.0,2,0.0,0.0,0.046511627906976744,2,Defender,17,Southampton
,,149519,0,0,-1,1,0,3,-0.5,-0.5,0,Maxwel,0.0,515,False,,,4.9,149519.jpg,,Cornet,0.0,False,,a,17,20,0,889,427,1485,335,0.0,0.0,Cornet,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,568,249,565,252,542,238,573,253,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,291,189,573,254,573,254,562,238,0.0,0.0,3,0.0,0.0803571428571429,0.046511627906976744,3,Midfielder,17,Southampton
,,220585,0,0,0,0,0,3,1.2,1.2,2,Flynn,1.7,518,False,,,5.0,220585.jpg,0.018518518518518517,Downes,0.1,False,,a,17,20,5,683,112,1806,465,0.3,1.0,Downes,270,0,0,0,5,0,0,0,1,0,0,0,47,55.0,102.2,14.0,17.2,3,0.2,0.49,0.69,5.48,84,35,14,14,156,93,43,29,,,,,,,0.07,0.0,0.16,0.23,1.83,1.67,224,143,179,91,192,96,508,199,1.0,0.0,3,1.0,0.0892857142857143,0.16279069767441862,3,Midfielder,17,Southampton
,,204814,-1,1,-1,1,0,3,1.2,1.2,2,Ben,1.7,584,False,,,5.4,204814.jpg,0.02,Brereton Díaz,0.6,False,,a,17,20,5,13503,1140,30546,6726,0.3,0.9,Brereton Díaz,250,0,0,0,5,0,0,0,1,0,0,0,17,10.4,51.1,53.0,11.5,3,0.5,0.11,0.61,5.48,272,127,57,46,48,29,90,57,,,,,,,0.18,0.0,0.04,0.22,1.97,1.8,160,98,184,96,197,101,242,80,1.08,0.0,3,0.9259259259259258,0.12500000000000006,0.16279069767441862,3,Midfielder,17,Southampton
,,496661,0,0,0,0,0,3,0.5,0.5,1,Tyler,1.0,608,False,,,4.5,496661.jpg,0.05,Dibling,0.1,False,,a,17,20,3,12218,6313,4252,1839,0.2,0.7,Dibling,60,0,0,0,2,0,0,0,0,0,0,0,22,21.0,41.6,16.0,7.9,0,0.05,0.19,0.24,1.57,219,97,77,60,147,89,151,87,,,,,,,0.08,0.0,0.28,0.36,2.36,3.0,468,264,234,114,271,125,400,140,0.0,0.0,3,0.6666666666666666,0.04464285714285715,0.11627906976744186,3,Midfielder,17,Southampton
,,551226,0,0,0,0,0,3,0.5,0.5,1,Mateus Gonçalo,1.0,623,False,,,5.0,551226.jpg,0.03389830508474576,Espanha Fernandes,0.0,False,,a,17,20,2,568,133,172,83,0.2,0.4,M.Fernandes,59,0,0,0,2,0,0,0,0,0,0,0,13,9.8,10.3,45.0,6.5,0,0.18,0.07,0.25,2.0,280,133,225,136,63,37,189,100,,,,,,,0.27,0.0,0.11,0.38,3.05,3.05,276,179,254,127,315,156,613,270,0.0,0.0,3,0.4,0.0892857142857143,0.09302325581395349,3,Midfielder,17,Southampton
25.0,25.0,154566,0,0,0,0,0,4,-0.1,0.0,0,Dominic,0.7,82,False,Ankle injury - 25% chance of playing,2024-08-23T14:00:06.228956Z,7.5,154566.jpg,0.022222222222222223,Solanke-Mitchell,8.3,False,,d,18,6,2,162230,4656,2028161,209922,0.1,0.3,Solanke,90,0,0,0,1,0,0,0,0,0,0,0,17,19.0,15.3,61.0,9.5,1,0.34,0.15,0.49,1.02,227,19,179,17,36,12,119,18,,,,,,,0.34,0.0,0.15,0.49,1.02,1.0,16,6,312,33,178,20,49,8,1.0,0.0,4,0.26666666666666666,0.31250000000000006,0.09302325581395349,4,Forward,18,Spurs
0.0,0.0,548308,0,0,0,0,0,2,0.0,0.0,0,Ashley,0.0,478,False,Loaned to Stoke City,2024-08-26T10:10:07.966773Z,4.0,548308.jpg,,Phillips,0.4,False,,u,18,6,0,8361,0,23957,5462,0.0,0.0,A.Phillips,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,427,154,411,154,361,132,433,155,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,650,208,434,153,434,153,290,108,0.0,0.0,2,0.0,0.0,0.046511627906976744,2,Defender,18,Spurs
,,214572,0,0,0,0,0,1,-1.0,-0.5,0,Brandon,0.0,479,False,,,4.0,214572.jpg,,Austin,0.5,False,,a,18,6,0,11464,2654,6975,1727,0.0,0.0,Austin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,387,40,371,18,317,15,393,40,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,601,54,393,40,393,40,251,36,0.0,0.0,1,0.0,0.0,0.046511627906976744,1,Goalkeeper,18,Spurs
