season_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded
2007/08,37096,50,46,15,248,0,0,0,2,0,0,0,0,0,8,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
2008/09,37096,50,46,20,463,0,0,0,10,0,0,0,0,0,18,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
2009/10,37096,50,49,15,360,0,0,0,5,0,0,0,1,0,11,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
2010/11,37096,50,45,55,1260,0,1,5,14,0,0,0,0,0,33,2,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
2011/12,37096,55,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
2012/13,37096,45,42,13,360,0,0,1,3,0,0,0,0,0,7,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
2013/14,37096,45,42,7,90,0,0,1,0,0,0,0,0,0,5,0,8,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
2014/15,37096,50,53,151,3307,0,0,13,47,0,0,0,0,1,137,9,626,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
2015/16,37096,50,47,123,3330,0,1,9,51,0,0,0,1,0,114,4,686,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00
2016/17,37096,50,48,116,3330,0,0,8,69,0,1,0,1,0,117,8,650,780.4,0.1,0.0,78.1,0,0.00,0.00,0.00,0.00
2017/18,37096,45,47,157,3420,0,0,9,56,0,3,0,0,0,137,14,772,1087.8,10.0,0.0,109.9,0,0.00,0.00,0.00,0.00
2018/19,37096,45,47,143,3420,0,0,7,55,0,1,0,0,0,148,15,742,1136.0,20.0,0.0,115.5,0,0.00,0.00,0.00,0.00
2019/20,37096,50,49,83,2117,0,0,5,34,0,1,0,1,0,72,5,414,531.2,0.0,0.0,53.2,0,0.00,0.00,0.00,0.00
2020/21,37096,50,50,133,3150,0,0,10,44,0,1,0,2,0,102,11,634,745.2,0.0,0.0,74.4,0,0.00,0.00,0.00,0.00
2021/22,37096,50,50,136,3330,0,0,8,50,0,3,0,2,0,114,9,661,918.6,0.0,0.0,91.8,0,0.00,0.00,0.00,0.00
2022/23,37096,50,49,127,3111,0,0,9,48,0,1,0,1,0,109,10,622,772.0,0.0,0.0,77.0,36,0.00,0.00,0.00,45.55
2023/24,37096,45,42,24,721,0,0,1,21,0,0,0,0,0,33,1,152,245.6,0.0,0.0,24.6,7,0.00,0.00,0.00,17.00
